order_id,date,customer_id,product_id,quantity
O00735,2024-11-08,C021,P008,1
O00736,2024-10-11,C007,P011,4
O00737,2024-10-22,C048,P020,1
O00738,2024-03-13,C016,P018,3
O00739,2024-01-06,C012,P005,5
O00740,2024-11-29,C028,P020,5
O00741,2024-04-15,C022,P009,5
O00742,2024-08-28,C005,P015,3
O00743,2024-11-28,C041,P016,3
O00744,2024-01-14,C043,P010,2
O00745,2024-01-03,C038,P010,5
O00746,2024-01-02,C031,P010,3
O00747,2024-02-27,C021,P018,4
O00748,2024-01-19,C028,P008,2
O00749,2024-10-27,C027,P006,4
O00750,2024-08-09,C009,P008,2
O00751,2024-12-24,C005,P004,4
O00752,2024-10-20,C013,P008,1
O00753,2024-12-18,C023,P003,1
O00754,2024-03-28,C009,P002,2
O00755,2024-04-15,C006,P015,3
O00756,2024-11-06,C043,P002,4
O00757,2024-03-30,C019,P012,2
O00758,2024-01-21,C030,P016,1
O00759,2024-09-01,C027,P015,2
O00760,2024-10-20,C037,P009,3
O00761,2024-12-20,C037,P004,3
O00762,2024-12-05,C015,P019,4
O00763,2024-02-14,C043,P017,2
O00764,2024-10-09,C019,P013,4
O00765,2024-11-05,C042,P002,4
O00766,2024-09-12,C021,P001,4
O00767,2024-10-27,C006,P007,3
O00768,2024-11-02,C039,P004,5
O00769,2024-06-12,C002,P018,2
O00770,2024-01-15,C039,P005,4
O00771,2024-06-15,C003,P006,1
O00772,2024-03-14,C011,P020,1
O00773,2024-02-11,C031,P017,5
O00774,2024-02-15,C048,P005,3
O00775,2024-09-12,C021,P008,4
O00776,2024-07-03,C007,P011,4
O00777,2024-07-16,C012,P014,4
O00778,2024-09-29,C045,P019,2
O00779,2024-07-19,C037,P018,1
O00780,2024-08-18,C006,P020,1
O00781,2024-02-01,C020,P001,5
O00782,2024-11-07,C014,P005,2
O00783,2024-06-13,C009,P012,3
O00784,2024-02-26,C043,P001,3
O00785,2024-10-24,C031,P008,1
O00786,2024-09-25,C009,P004,3
O00787,2024-01-20,C033,P019,1
O00788,2024-03-11,C021,P002,1
O00789,2024-01-06,C004,P003,1
O00790,2024-04-09,C023,P004,5
O00791,2024-02-06,C010,P003,3
O00792,2024-09-16,C013,P012,5
O00793,2024-07-10,C044,P008,3
O00794,2024-12-24,C036,P019,2
O00795,2024-10-01,C007,P006,4
O00796,2024-08-11,C043,P011,5
O00797,2024-07-05,C029,P014,3
O00798,2024-01-20,C044,P013,1
O00799,2024-01-26,C038,P016,2
O00800,2024-08-13,C017,P005,5
O00801,2024-01-02,C027,P011,3
O00802,2024-01-16,C027,P017,5
O00803,2024-03-21,C036,P018,3
O00804,2024-11-19,C013,P013,1
O00805,2024-06-16,C017,P014,5
O00806,2024-09-16,C013,P018,4
O00807,2024-05-30,C015,P013,4
O00808,2024-03-04,C009,P019,5
O00809,2024-05-15,C002,P003,1
O00810,2024-02-03,C048,P007,5
O00811,2024-10-08,C004,P003,2
O00812,2024-03-08,C045,P002,5
O00813,2024-05-17,C001,P010,1
O00814,2024-12-24,C039,P005,3
O00815,2024-08-04,C017,P009,4
O00816,2024-06-16,C026,P009,1
O00817,2024-07-17,C015,P013,1
O00818,2024-10-13,C025,P019,5
O00819,2024-04-03,C023,P017,1
O00820,2024-08-20,C027,P008,4
O00821,2024-11-15,C020,P007,5
O00822,2024-07-28,C027,P016,4
O00823,2024-06-12,C042,P003,3
O00824,2024-02-23,C022,P011,3
O00825,2024-03-31,C019,P009,4
O00826,2024-12-12,C007,P004,3
O00827,2024-07-17,C018,P013,3
O00828,2024-04-20,C007,P007,1
O00829,2024-06-02,C010,P004,4
O00830,2024-07-30,C048,P014,4
O00831,2024-07-15,C005,P004,4
O00832,2024-09-13,C025,P014,1
O00833,2024-04-04,C042,P004,4
O00834,2024-08-25,C048,P009,4
O00835,2024-06-11,C008,P017,1
O00836,2024-12-10,C009,P005,5
O00837,2024-02-27,C019,P016,3
O00838,2024-02-24,C028,P015,3
O00839,2024-06-17,C048,P019,4
O00840,2024-07-05,C011,P004,3
O00841,2024-09-09,C009,P015,3
O00842,2024-05-27,C013,P019,2
O00843,2024-11-30,C044,P016,5
O00844,2024-06-22,C002,P004,5
O00845,2024-02-17,C020,P017,1
O00846,2024-02-13,C006,P003,4
O00847,2024-12-22,C008,P012,1
O00848,2024-02-19,C046,P010,2
O00849,2024-12-12,C001,P011,5
O00850,2024-04-11,C017,P011,1
O00851,2024-02-04,C046,P001,2
O00852,2024-04-21,C031,P011,2
O00853,2024-08-12,C004,P019,4
O00854,2024-06-05,C024,P009,3
O00855,2024-10-14,C049,P006,3
O00856,2024-08-11,C021,P020,5
O00857,2024-05-26,C027,P002,3
O00858,2024-08-20,C027,P010,4
O00859,2024-12-21,C034,P011,1
O00860,2024-05-30,C010,P010,2
O00861,2024-02-26,C042,P019,5
O00862,2024-05-29,C050,P009,5
O00863,2024-11-03,C008,P020,4
O00864,2024-03-20,C041,P002,2
O00865,2024-12-13,C041,P015,1
O00866,2024-08-03,C038,P012,5
O00867,2024-08-08,C019,P005,4
O00868,2024-04-26,C024,P005,2
O00869,2024-12-02,C042,P015,3
O00870,2024-01-14,C008,P013,4
O00871,2024-04-19,C042,P013,3
O00872,2024-06-02,C047,P002,5
O00873,2024-06-23,C035,P012,1
O00874,2024-06-22,C018,P020,2
O00875,2024-02-24,C028,P001,1
O00876,2024-03-23,C003,P010,4
O00877,2024-02-04,C047,P010,4
O00878,2024-07-28,C018,P018,5
O00879,2024-05-08,C003,P006,3
O00880,2024-07-26,C040,P010,1
O00881,2024-08-03,C033,P015,3
O00882,2024-09-13,C032,P002,1
O00883,2024-07-19,C003,P017,4
O00884,2024-08-25,C038,P017,4
O00885,2024-08-02,C032,P015,5
O00886,2024-08-26,C040,P013,2
O00887,2024-08-13,C042,P015,2
O00888,2024-04-25,C011,P016,1
O00889,2024-03-31,C011,P019,3
O00890,2024-10-15,C047,P009,3
O00891,2024-05-05,C027,P010,4
O00892,2024-07-19,C022,P013,4
O00893,2024-03-13,C015,P004,1
O00894,2024-06-06,C032,P018,2
O00895,2024-07-12,C038,P016,3
O00896,2024-08-17,C001,P013,2
O00897,2024-07-11,C028,P007,1
O00898,2024-05-12,C050,P007,5
O00899,2024-12-18,C015,P009,4
O00900,2024-07-06,C015,P014,3
O00901,2024-10-22,C044,P016,2
O00902,2024-09-26,C004,P014,5
O00903,2024-07-23,C020,P019,1
O00904,2024-11-20,C023,P020,3
O00905,2024-02-16,C040,P015,5
O00906,2024-12-03,C007,P008,5
O00907,2024-11-07,C022,P012,2
O00908,2024-07-03,C008,P009,4
O00909,2024-09-25,C040,P013,1
O00910,2024-07-09,C032,P017,1
O00911,2024-04-08,C025,P008,2
O00912,2024-10-19,C020,P011,5
O00913,2024-03-31,C008,P001,4
O00914,2024-04-25,C047,P015,3
O00915,2024-07-09,C033,P010,2
O00916,2024-11-02,C016,P010,1
O00917,2024-05-20,C021,P011,2
O00918,2024-06-29,C037,P005,1
O00919,2024-01-16,C036,P012,1
O00920,2024-02-12,C024,P015,4
O00921,2024-01-21,C016,P007,1
O00922,2024-01-27,C033,P003,1
O00923,2024-11-13,C033,P008,3
O00924,2024-11-04,C030,P004,2
O00925,2024-10-27,C004,P008,3
O00926,2024-01-21,C024,P013,1
O00927,2024-01-29,C031,P003,2
O00928,2024-04-12,C048,P015,3
O00929,2024-07-25,C027,P005,4
O00930,2024-05-02,C018,P018,3
O00931,2024-06-27,C028,P015,3
O00932,2024-03-04,C009,P006,3
O00933,2024-09-24,C005,P012,2
O00934,2024-04-24,C034,P003,2
O00935,2024-01-25,C050,P002,3
O00936,2024-09-28,C043,P020,1
O00937,2024-11-26,C030,P017,4
O00938,2024-01-06,C003,P004,4
O00939,2024-06-08,C050,P006,2
O00940,2024-10-29,C023,P004,2
O00941,2024-09-15,C015,P008,2
O00942,2024-11-09,C045,P006,4
O00943,2024-05-31,C038,P007,4
O00944,2024-05-16,C038,P011,1
O00945,2024-09-16,C014,P004,3
O00946,2024-02-26,C050,P018,1
O00947,2024-03-28,C023,P015,3
O00948,2024-08-07,C027,P016,2
O00949,2024-09-01,C038,P004,2
O00950,2024-02-13,C033,P015,3
O00951,2024-07-05,C009,P017,2
O00952,2024-05-13,C016,P004,2
O00953,2024-07-02,C019,P016,4
O00954,2024-12-16,C048,P008,5
O00955,2024-01-29,C036,P016,1
O00956,2024-12-30,C019,P010,2
O00957,2024-06-13,C037,P017,5
O00958,2024-10-09,C037,P003,3
O00959,2024-06-04,C020,P008,2
O00960,2024-04-23,C021,P006,3
O00961,2024-10-09,C045,P005,1
O00962,2024-09-08,C029,P007,1
O00963,2024-02-22,C008,P008,4
O00964,2024-09-15,C036,P003,3
O00965,2024-10-02,C030,P015,4
O00966,2024-05-21,C026,P012,2
O00967,2024-12-04,C037,P017,5
O00968,2024-08-22,C046,P015,3
O00969,2024-05-02,C017,P003,4
O00970,2024-01-04,C021,P002,1
O00971,2024-09-04,C010,P009,1
O00972,2024-03-17,C033,P010,4
O00973,2024-10-03,C021,P005,5
O00974,2024-07-11,C018,P016,5
O00975,2024-06-19,C035,P012,2
O00976,2024-02-29,C021,P015,1
O00977,2024-09-17,C024,P003,5
O00978,2024-03-01,C023,P017,4
O00979,2024-06-01,C013,P005,2
O00980,2024-11-02,C007,P009,4
O00981,2024-12-02,C042,P009,5
O00982,2024-12-28,C005,P017,2
O00983,2024-12-16,C017,P006,4
O00984,2024-07-22,C034,P005,4
O00985,2024-03-14,C007,P007,3
O00986,2024-11-03,C033,P008,4
O00987,2024-10-20,C037,P004,2
O00988,2024-12-28,C034,P004,5
O00989,2024-08-26,C016,P005,5
O00990,2024-02-21,C001,P010,5
O00991,2024-07-03,C045,P007,4
O00992,2024-06-13,C017,P008,1
O00993,2024-11-04,C041,P015,2
O00994,2024-05-23,C010,P005,3
O00995,2024-04-30,C009,P019,5
O00996,2024-01-30,C039,P016,3
O00997,2024-11-01,C047,P004,3
O00998,2024-10-03,C044,P007,1
O00999,2024-01-16,C038,P004,4
O01000,2024-06-07,C013,P006,2
