age,income,credit_score,debt_ratio,num_loans,employed,approved
22,125504,631,0.233,2,0,1
50,81832,632,0.572,3,0,0
27,119909,502,0.429,0,1,1
49,89742,652,0.399,3,1,1
48,95631,669,0.304,0,1,1
24,92486,557,0.449,1,1,0
50,103972,764,0.348,1,1,1
60,180747,780,0.295,4,1,1
58,114417,591,0.454,5,1,0
22,46847,818,0.328,4,0,0
31,95233,519,0.23,2,0,1
31,121452,816,0.44,3,0,1
40,124082,764,0.34,3,1,1
27,70154,562,0.423,0,0,0
58,122453,720,0.282,5,1,1
55,112698,594,0.169,5,0,1
56,200413,775,0.61,1,0,1
29,62646,539,0.582,0,0,0
21,68198,570,0.483,0,0,0
61,73175,593,0.292,3,1,1
33,68609,553,0.305,0,0,1
49,59650,603,0.557,0,0,1
61,30971,702,0.297,3,0,1
22,69955,714,0.255,0,0,0
21,92691,684,0.631,0,1,0
21,68537,550,0.343,0,1,1
27,160354,554,0.615,4,0,0
23,81833,820,0.14,2,0,1
57,127978,572,0.428,1,0,0
47,89255,518,0.661,3,0,0
64,108771,647,0.354,1,1,1
56,89813,482,0.31,3,1,1
63,131509,606,0.175,2,0,1
31,83061,796,0.512,4,0,0
33,96896,578,0.234,3,0,1
58,92593,740,0.336,4,0,1
31,73634,661,0.165,1,0,1
23,93854,611,0.584,0,1,0
50,178045,724,0.523,3,0,1
56,74096,700,0.345,0,0,1
63,94331,597,0.177,2,1,1
61,126498,562,0.58,3,0,0
26,121400,819,0.295,4,0,1
54,81786,542,0.184,3,0,1
58,35368,835,0.086,5,0,1
51,97597,654,0.253,3,0,1
57,37457,848,0.132,2,0,1
57,136248,610,0.257,1,1,1
40,86428,689,0.462,4,1,0
22,115571,707,0.294,4,0,0
41,59398,605,0.403,1,0,0
29,47305,560,0.241,0,0,0
26,89234,672,0.36,0,1,1
26,80499,725,0.638,3,0,1
51,68577,576,0.298,3,1,1
43,83900,763,0.408,0,1,1
44,214563,716,0.115,0,0,1
53,109080,541,0.578,3,0,0
45,117604,827,0.278,2,0,1
48,109440,496,0.508,2,1,0
24,136703,721,0.332,1,0,1
58,76209,642,0.442,4,0,0
40,39679,721,0.451,4,1,1
27,76248,766,0.282,0,1,1
56,108214,734,0.514,0,0,1
53,58007,720,0.236,3,0,1
23,76575,791,0.467,3,1,1
29,63936,739,0.291,0,0,0
21,137787,781,0.402,0,1,1
32,105880,629,0.281,4,1,1
25,102313,555,0.357,2,0,1
52,101247,566,0.189,0,0,1
43,80396,706,0.387,3,1,1
64,87282,676,0.357,0,1,1
53,53795,508,0.269,1,0,0
47,37892,555,0.342,4,1,1
43,85844,837,0.37,1,1,1
23,91231,748,0.258,0,1,1
24,124368,759,0.331,5,1,1
48,141170,552,0.199,1,0,1
21,141104,503,0.702,3,1,0
22,57437,587,0.509,4,1,1
30,72003,797,0.391,5,0,0
59,96362,667,0.526,4,0,0
41,197585,770,0.053,2,1,1
52,136734,660,0.0,5,1,1
39,120517,661,0.29,0,0,0
28,71113,702,0.143,1,1,0
37,59792,834,0.315,1,1,1
25,107352,641,0.381,3,1,1
54,55410,700,0.488,5,1,0
29,74929,820,0.179,4,1,0
37,78244,617,0.41,5,0,0
64,142240,790,0.352,0,1,1
47,71942,677,0.402,4,1,0
41,34683,805,0.272,4,1,0
44,97179,653,0.557,2,1,0
55,63774,712,0.334,0,0,1
32,82675,599,0.616,0,1,0
49,79016,714,0.231,5,1,1
59,74010,600,0.461,1,1,1
46,107406,705,0.341,3,0,1
40,47632,771,0.301,5,0,1
27,67969,640,0.445,2,0,1
31,103484,638,0.305,1,1,1
62,65698,599,0.0,2,1,1
44,46382,750,0.0,1,0,1
34,102924,699,0.541,1,0,0
39,120673,671,0.535,4,1,0
46,80178,489,0.633,2,1,0
44,41005,520,0.347,4,1,0
51,104281,482,0.156,4,0,1
32,45560,794,0.287,3,1,1
49,90747,795,0.352,3,0,0
40,59703,505,0.199,1,1,0
62,54275,497,0.597,3,1,1
27,69779,769,0.686,4,1,0
27,76390,674,0.422,1,0,0
41,65009,594,0.348,1,1,1
43,100088,707,0.156,4,1,1
51,69677,567,0.582,5,1,0
38,114786,553,0.361,2,1,1
61,89874,615,0.307,4,1,1
41,63806,811,0.422,1,1,1
26,60155,763,0.262,3,0,0
26,45758,550,0.372,5,0,0
63,90175,687,0.134,2,0,0
26,71944,807,0.513,3,1,1
62,35507,832,0.334,0,0,1
33,67525,762,0.524,3,0,1
25,59420,527,0.32,3,1,0
34,141385,569,0.33,5,0,1
48,44882,560,0.168,1,0,0
39,49182,535,0.464,2,0,0
55,120120,544,0.219,3,0,1
47,130957,597,0.277,5,0,1
38,62756,685,0.35,1,1,1
48,65286,627,0.368,4,1,1
63,101057,635,0.094,5,1,1
39,36072,570,0.315,3,0,0
27,42461,535,0.469,2,1,0
38,73828,849,0.293,1,0,1
57,140115,701,0.316,1,0,1
30,69930,564,0.374,0,1,1
62,84380,779,0.331,0,0,1
46,121125,787,0.195,2,0,1
47,170274,837,0.345,0,0,1
34,66560,538,0.499,0,0,1
61,80972,716,0.192,4,1,1
22,154118,842,0.294,0,0,1
34,47810,778,0.143,0,0,1
39,116705,563,0.491,3,0,0
42,57031,810,0.336,5,1,1
41,84425,636,0.222,4,1,1
27,74820,660,0.364,0,1,1
30,58247,686,0.169,1,1,0
25,57738,765,0.195,4,0,1
46,89725,524,0.131,4,1,1
36,115404,679,0.19,2,0,1
45,77835,782,0.554,5,1,1
46,83474,682,0.24,5,1,1
51,99475,581,0.42,4,0,0
45,57970,500,0.225,4,0,0
49,105519,683,0.464,4,1,0
46,108502,740,0.196,0,0,0
49,202607,683,0.356,4,0,1
48,71405,842,0.358,5,0,0
34,69385,702,0.699,1,0,1
31,106606,668,0.445,0,0,0
55,108493,500,0.261,2,0,1
36,67540,686,0.453,1,0,0
45,70732,542,0.671,5,0,0
29,98435,748,0.106,2,1,1
39,60968,539,0.224,3,1,1
44,70549,815,0.314,5,1,1
48,84045,591,0.287,4,0,1
44,115420,640,0.3,4,0,1
36,65917,533,0.154,5,0,1
63,42741,557,0.561,4,1,0
43,41645,821,0.137,1,0,1
56,52416,584,0.32,4,0,0
53,51439,669,0.507,1,1,1
45,77160,843,0.345,1,0,0
60,53726,710,0.203,3,1,1
26,63691,495,0.148,1,0,1
61,62120,612,0.316,0,1,1
58,69813,623,0.236,5,1,1
43,129396,582,0.381,3,1,0
53,102687,569,0.14,4,1,1
43,81912,666,0.472,4,1,0
32,69314,619,0.367,3,0,0
56,69991,588,0.378,3,0,1
31,91351,632,0.566,4,0,1
34,99929,607,0.284,1,0,0
43,59284,564,0.241,4,1,1
57,82498,647,0.268,4,0,1
37,40002,828,0.321,1,0,1
42,87716,667,0.336,0,0,1
22,106352,701,0.225,5,0,0
26,73846,844,0.047,5,1,1
23,153820,707,0.266,5,0,0
24,59834,562,0.404,0,0,0
59,87892,627,0.37,5,1,0
58,80436,660,0.53,5,0,0
57,78641,655,0.643,4,0,0
23,78256,535,0.464,2,1,0
24,84562,519,0.557,3,1,1
33,109594,609,0.465,2,0,1
45,131922,818,0.606,0,1,1
35,81387,745,0.628,3,0,0
42,108349,791,0.493,1,0,1
28,63713,544,0.456,1,0,0
53,106494,633,0.319,0,1,1
34,62384,695,0.344,2,1,1
23,119311,640,0.299,0,1,1
53,176571,634,0.443,5,0,0
60,78044,613,0.242,5,0,1
21,37811,499,0.321,4,0,0
40,67234,797,0.0,1,0,1
57,125356,825,0.608,0,0,0
52,98847,509,0.317,3,1,1
58,88865,633,0.418,4,1,0
39,115935,671,0.569,0,1,1
37,96502,770,0.395,5,0,1
52,124737,845,0.567,2,0,1
27,112370,634,0.164,4,0,1
31,138739,757,0.71,0,1,0
47,92349,826,0.513,2,1,1
50,111814,787,0.381,2,0,0
26,73150,587,0.564,0,1,1
43,65989,782,0.175,4,1,1
37,148023,632,0.307,5,0,1
43,87854,486,0.567,3,0,0
63,107954,760,0.07,2,0,1
24,85056,789,0.434,3,1,1
64,66335,607,0.43,2,0,0
40,81765,646,0.645,2,0,0
54,134639,614,0.113,4,1,1
39,98922,523,0.591,3,0,0
34,44745,848,0.266,1,0,1
54,75540,488,0.283,2,1,1
51,151988,685,0.167,5,1,1
27,75578,485,0.187,3,1,1
52,43373,735,0.411,0,1,0
54,157996,813,0.183,5,1,1
38,103424,718,0.461,4,1,1
61,79479,704,0.251,1,1,1
49,71522,786,0.168,5,0,1
35,118964,840,0.271,5,0,1
21,67377,798,0.401,5,1,1
50,121740,565,0.308,2,0,1
30,98472,688,0.355,5,1,1
54,88734,782,0.454,4,0,1
44,85707,588,0.512,5,1,0
41,76613,729,0.303,3,1,1
28,117445,488,0.193,1,0,1
52,60167,804,0.361,1,0,0
28,46170,707,0.421,5,1,0
39,100993,754,0.131,3,1,1
57,101589,785,0.216,5,1,1
61,96359,560,0.242,3,1,1
64,93945,646,0.319,3,1,1
63,72807,797,0.236,0,1,1
45,107299,540,0.456,2,1,0
29,80162,784,0.109,3,0,1
57,68684,586,0.113,0,1,1
56,73028,692,0.3,0,1,1
64,165211,668,0.324,3,0,1
49,44379,734,0.132,1,1,1
27,97021,789,0.259,4,1,0
43,45255,609,0.29,2,0,1
40,78423,543,0.291,2,1,1
58,69981,636,0.373,0,1,1
38,39261,706,0.251,2,1,1
35,93332,757,0.572,3,0,1
24,71306,758,0.423,3,0,1
57,39067,605,0.229,1,1,0
54,109273,826,0.364,0,0,1
22,134593,510,0.369,5,0,1
40,137214,523,0.532,5,1,0
42,92355,489,0.26,5,0,1
41,82775,822,0.465,1,1,1
61,129652,546,0.356,3,1,1
27,146765,702,0.574,0,0,1
34,121116,780,0.544,5,0,0
28,58584,763,0.38,0,0,1
31,87398,831,0.311,2,0,1
60,94996,499,0.426,5,1,0
62,43234,630,0.323,4,0,1
22,95993,667,0.602,5,1,0
48,180467,737,0.362,2,1,1
31,101899,710,0.289,0,0,1
29,136414,687,0.281,0,1,1
33,86836,593,0.168,0,0,0
29,79390,519,0.433,0,0,0
42,93079,639,0.227,2,0,1
64,61219,576,0.515,0,1,1
46,58130,685,0.156,1,0,0
52,126876,774,0.369,2,1,1
42,131673,684,0.523,4,1,0
21,57576,695,0.027,4,0,0
24,114297,495,0.653,0,1,0
32,79009,718,0.286,5,0,1
31,91738,642,0.371,3,1,1
57,95686,525,0.436,2,0,0
58,115356,559,0.459,2,1,1
58,83843,768,0.391,5,0,0
49,133427,819,0.5,2,0,1
45,90767,667,0.428,1,0,0
49,101338,841,0.614,2,0,1
38,60847,546,0.428,0,0,0
50,173388,590,0.645,0,0,0
55,96009,824,0.485,1,0,1
54,104538,544,0.079,1,0,1
48,46392,723,0.742,2,1,1
23,61072,561,0.264,0,1,1
52,125620,602,0.574,3,0,0
37,90054,656,0.354,0,0,1
53,41686,613,0.509,1,1,0
44,117144,803,0.247,5,1,1
59,67335,839,0.444,0,1,1
35,133481,665,0.312,1,0,1
61,78985,674,0.587,3,0,0
58,87501,500,0.416,1,0,0
35,123055,566,0.49,1,0,0
42,59494,494,0.025,0,0,1
44,57541,796,0.337,2,0,1
54,76037,564,0.412,4,1,0
51,108800,606,0.384,3,1,1
58,51121,791,0.494,5,1,0
37,45431,743,0.295,4,1,1
43,108669,709,0.357,4,1,0
39,65954,494,0.527,2,1,0
61,71003,688,0.008,3,0,1
34,42526,687,0.438,3,0,0
46,64223,598,0.3,4,1,1
26,81235,755,0.213,3,1,0
58,112802,823,0.4,2,1,0
37,62182,575,0.534,0,1,0
35,145486,602,0.506,5,0,0
46,64098,599,0.33,2,0,1
42,64130,788,0.481,4,0,1
58,139501,508,0.48,4,0,0
44,87708,811,0.337,0,0,1
43,67141,766,0.246,3,1,1
25,77146,658,0.255,2,0,1
21,130788,695,0.476,1,0,0
38,136070,810,0.344,1,1,1
64,61198,764,0.193,3,1,1
61,80250,582,0.097,0,0,0
48,84062,498,0.475,3,0,0
48,57675,723,0.268,5,1,1
38,79879,533,0.4,0,1,1
28,81603,512,0.536,0,1,0
21,121398,843,0.154,0,1,1
35,124288,655,0.343,4,0,1
34,72586,720,0.324,5,0,1
29,75574,560,0.407,5,1,0
32,102771,517,0.536,0,1,0
22,66366,503,0.151,2,0,1
47,100085,611,0.435,0,1,0
61,78983,481,0.505,2,0,0
51,58016,635,0.322,1,0,1
40,58271,600,0.329,3,0,1
39,135162,674,0.413,5,0,0
34,77112,698,0.402,4,0,0
27,144622,594,0.437,0,0,1
47,68049,648,0.434,1,0,0
45,90190,508,0.203,1,1,1
21,188187,591,0.499,1,1,0
39,56256,841,0.525,2,0,0
33,41920,846,0.378,3,1,0
28,127780,659,0.126,4,0,1
51,60984,827,0.333,5,1,1
44,80863,665,0.379,4,0,1
48,66349,526,0.178,1,0,1
52,89466,801,0.296,1,0,1
64,58400,633,0.139,2,1,1
56,76479,706,0.441,4,1,1
48,95339,720,0.375,5,0,1
59,57231,593,0.103,2,1,1
42,63750,751,0.403,1,1,1
64,72126,665,0.342,0,1,1
54,49398,615,0.427,0,1,1
49,70253,590,0.291,3,0,1
60,84909,756,0.23,3,1,1
43,70821,572,0.234,3,1,1
52,74071,525,0.269,0,0,1
33,80885,806,0.353,2,0,1
63,64747,602,0.372,1,1,1
48,103738,717,0.321,2,1,1
55,134638,745,0.287,3,1,1
41,69232,790,0.297,1,1,1
59,96527,711,0.726,3,0,0
24,74899,741,0.234,1,0,0
26,92566,789,0.266,3,1,0
43,140896,829,0.844,2,1,0
53,97323,497,0.413,2,0,0
56,43786,755,0.143,0,1,1
40,95478,544,0.476,3,1,0
49,125399,809,0.213,5,0,1
45,75372,497,0.486,3,1,0
63,115408,571,0.318,4,1,1
49,63973,551,0.284,4,1,1
39,48427,703,0.591,0,0,1
63,85576,481,0.435,4,0,0
25,44046,486,0.496,1,1,0
64,74894,666,0.415,3,0,0
27,127791,839,0.283,5,1,1
33,41745,675,0.442,5,0,0
57,52049,644,0.531,2,1,0
53,56758,723,0.37,5,0,1
63,79666,684,0.62,3,1,0
53,71665,622,0.478,0,1,1
49,132913,697,0.382,1,1,1
36,113752,481,0.388,5,0,0
21,96868,570,0.371,5,0,0
26,85710,729,0.162,5,1,1
34,93469,606,0.336,2,0,1
22,60238,500,0.383,1,0,1
43,109950,526,0.288,4,1,1
55,55190,800,0.401,0,0,0
63,109113,601,0.353,5,1,0
42,123365,488,0.466,3,0,0
59,87690,749,0.449,3,1,0
64,76579,676,0.375,2,0,0
58,93701,647,0.145,5,1,1
41,29918,811,0.619,4,0,1
35,90540,596,0.329,0,1,1
64,78283,691,0.338,3,0,1
31,80020,755,0.299,5,0,1
39,104302,705,0.277,0,0,1
24,79347,556,0.582,4,0,0
55,54649,732,0.558,1,0,1
49,77518,755,0.417,3,1,0
24,83400,525,0.334,5,1,1
30,84794,541,0.443,2,1,0
45,86200,729,0.361,0,1,1
44,117188,524,0.321,0,0,1
56,55695,805,0.401,4,1,0
32,86617,520,0.284,5,0,1
61,127929,840,0.388,1,0,1
40,44384,728,0.381,5,1,0
57,86737,643,0.44,2,0,0
31,66362,579,0.257,0,0,1
22,71540,607,0.457,3,0,0
23,59342,756,0.214,5,1,1
37,76758,758,0.264,1,1,1
62,155157,557,0.271,5,1,1
23,52324,680,0.189,3,1,0
37,54089,847,0.502,2,0,0
25,51641,575,0.205,4,0,0
61,149097,736,0.245,2,0,1
50,69282,543,0.538,0,0,0
54,80723,788,0.264,5,0,1
52,70741,542,0.322,2,0,1
49,58525,590,0.198,3,1,1
55,75016,649,0.475,4,0,0
21,192556,617,0.477,0,0,0
59,132585,542,0.461,4,1,0
53,60429,717,0.431,2,0,1
53,102171,487,0.361,3,0,1
38,60884,843,0.271,2,0,1
56,43740,499,0.228,4,0,0
37,116376,603,0.543,1,1,1
23,122246,824,0.465,0,0,1
60,117462,537,0.246,2,1,1
31,69099,506,0.356,0,0,1
25,76833,755,0.305,1,1,1
48,105892,507,0.181,3,0,0
31,93412,812,0.377,4,0,1
58,70968,646,0.288,4,0,1
40,46216,801,0.207,1,1,1
21,84763,570,0.128,4,0,0
62,118825,532,0.115,2,1,1
43,53562,836,0.294,1,0,1
32,101857,762,0.337,4,0,0
50,91473,817,0.219,3,1,0
44,105906,598,0.448,2,0,0
22,110519,629,0.34,3,1,1
54,63876,693,0.437,4,1,0
38,46250,646,0.323,1,0,0
51,67577,569,0.232,0,1,1
60,111185,618,0.367,3,1,1
47,67377,705,0.161,0,1,1
50,63885,494,0.431,3,0,0
32,43057,604,0.209,2,0,1
31,150419,588,0.488,1,1,0
39,108744,506,0.299,3,1,1
58,106641,525,0.509,2,1,0
44,114286,663,0.182,2,1,1
36,99668,517,0.248,1,0,1
55,74775,607,0.407,4,0,0
58,76914,687,0.526,5,0,0
60,70130,803,0.6,3,0,1
34,204826,516,0.356,1,1,1
52,98946,640,0.626,5,0,0
46,69246,518,0.307,0,0,1
40,95863,638,0.515,1,1,0
38,57180,657,0.209,0,0,1
26,137907,775,0.413,5,1,1
33,64627,643,0.0,0,1,1
45,97065,826,0.182,3,1,1
60,118284,530,0.42,1,0,0
59,93193,499,0.153,1,1,1
29,84189,481,0.414,3,1,0
50,81759,611,0.486,4,1,0
24,79858,551,0.275,0,1,1
50,66563,513,0.205,0,1,1
36,69594,567,0.279,1,1,1
40,136709,840,0.205,5,1,1
52,78415,776,0.335,0,1,1
39,61866,486,0.365,1,0,1
56,67986,818,0.304,2,1,1
44,119717,555,0.601,1,0,0
64,103179,630,0.242,0,1,1
49,99099,601,0.559,3,0,0
34,74431,629,0.194,3,1,1
55,99552,761,0.361,1,1,1
38,65024,743,0.527,4,1,1
44,74376,699,0.52,0,1,1
27,114369,711,0.287,4,1,1
26,110609,749,0.433,1,0,1
46,57762,548,0.413,1,1,1
29,60374,626,0.269,1,0,0
64,84609,519,0.442,5,1,0
58,149030,740,0.629,3,0,0
51,41660,641,0.421,4,0,0
53,89785,715,0.435,1,1,1
47,50319,688,0.451,0,1,1
23,65234,581,0.131,0,1,1
38,71697,531,0.419,2,0,0
42,70304,839,0.197,1,0,1
61,67570,588,0.262,4,0,1
30,81657,520,0.674,4,1,0
42,67536,593,0.312,1,0,1
36,48820,813,0.239,2,0,0
26,107013,576,0.523,2,1,0
25,106007,845,0.208,4,1,0
37,109411,650,0.283,3,1,1
24,47501,798,0.537,3,0,1
23,90434,721,0.356,0,0,0
36,103192,496,0.116,2,1,1
29,56774,668,0.432,5,0,0
45,81713,634,0.291,2,1,1
21,78203,554,0.581,1,0,0
34,155206,683,0.259,1,0,1
40,159744,518,0.508,0,0,0
63,45489,738,0.616,4,0,1
48,194976,784,0.222,0,0,1
59,59126,514,0.321,3,0,1
36,114805,657,0.408,2,1,0
40,114397,722,0.221,0,1,1
39,57484,502,0.391,5,0,0
60,96800,624,0.316,4,1,1
63,78442,575,0.313,4,0,1
63,98891,494,0.357,5,0,0
54,88300,777,0.361,5,0,1
43,123806,644,0.375,4,1,1
44,83629,758,0.26,3,1,1
64,76803,697,0.267,4,1,1
33,119537,804,0.332,2,1,1
36,99797,848,0.343,1,1,1
60,105229,702,0.284,2,0,1
37,64547,610,0.399,2,0,1
31,56495,636,0.078,0,0,1
45,66773,785,0.24,5,0,1
35,65543,637,0.308,5,1,1
60,107251,672,0.222,2,0,1
60,114617,551,0.594,2,0,0
34,77146,846,0.353,5,0,1
44,134400,720,0.377,2,1,1
64,131494,602,0.278,4,1,1
53,88694,696,0.348,3,1,1
30,61089,628,0.168,1,1,1
46,141370,537,0.325,4,1,1
48,79730,803,0.209,1,1,1
49,85128,807,0.308,1,1,1
22,72323,788,0.0,4,1,1
34,59655,616,0.181,4,0,1
58,48714,574,0.57,5,1,0
31,101647,498,0.475,4,0,0
34,61918,750,0.548,0,0,1
35,237659,601,0.558,5,0,0
28,55694,810,0.451,2,1,0
27,52453,801,0.282,0,0,1
36,97373,527,0.194,3,0,1
59,139109,819,0.522,1,0,1
21,83313,531,0.36,2,1,0
33,99513,661,0.724,2,0,0
23,42724,655,0.295,0,1,0
45,64256,833,0.646,5,1,1
32,55937,723,0.326,3,1,1
55,41961,803,0.55,5,0,0
46,84855,700,0.605,2,0,1
55,37152,785,0.197,3,1,1
48,51276,795,0.277,4,0,1
40,67490,798,0.195,1,0,1
58,60889,632,0.166,5,0,1
41,93573,621,0.45,1,0,0
62,90645,844,0.321,5,0,0
64,111367,759,0.358,3,0,0
46,105989,819,0.433,3,0,1
50,121424,693,0.071,1,1,1
32,81396,823,0.543,3,1,0
56,90578,746,0.298,3,1,1
50,97420,754,0.43,5,0,0
60,85591,545,0.443,5,1,1
32,70880,689,0.556,2,0,0
55,72504,750,0.334,2,0,1
41,61182,761,0.031,2,1,1
29,94402,834,0.359,2,0,0
28,78814,600,0.38,0,0,0
45,64579,591,0.195,0,1,1
35,64600,838,0.372,4,0,1
25,53323,844,0.296,1,0,1
39,114731,546,0.149,2,1,1
49,83723,619,0.451,4,0,0
35,60221,830,0.265,3,1,1
63,108093,553,0.289,2,0,0
55,66943,769,0.281,4,0,1
43,49786,521,0.535,0,0,0
62,116446,545,0.344,2,0,1
40,67492,770,0.362,0,0,1
27,70590,704,0.284,3,1,0
22,82633,685,0.419,0,0,0
62,121499,796,0.552,5,1,1
63,82024,593,0.447,3,1,0
53,53534,666,0.453,1,0,0
25,98530,705,0.441,3,1,0
33,68735,753,0.143,2,0,1
22,157712,602,0.219,3,0,1
23,81419,714,0.319,1,1,0
31,37253,645,0.241,3,0,0
46,92303,680,0.19,0,1,1
23,160872,799,0.069,0,1,1
64,141397,625,0.148,3,1,1
41,154599,727,0.312,3,0,1
32,57002,828,0.34,1,1,1
43,112085,762,0.231,0,1,1
55,63263,845,0.362,2,0,1
34,88103,695,0.285,5,0,1
23,52168,584,0.514,4,0,0
23,65003,846,0.326,0,1,1
58,64284,718,0.454,5,1,0
25,111552,569,0.38,2,1,1
48,107797,597,0.14,3,0,1
37,89737,577,0.336,0,0,1
55,50772,788,0.165,1,0,1
23,73034,514,0.334,4,1,1
60,62731,753,0.238,1,0,1
51,110431,684,0.407,0,1,1
40,123022,507,0.149,0,1,1
30,117888,706,0.352,5,1,1
63,62532,758,0.436,4,0,0
34,31223,748,0.486,0,0,1
42,43885,675,0.235,5,1,1
38,133964,604,0.353,4,0,0
31,70779,540,0.378,2,1,1
39,62630,484,0.582,3,0,0
27,144739,613,0.128,1,0,0
21,126825,713,0.213,1,1,1
33,82151,493,0.771,4,1,0
25,73502,849,0.309,1,0,1
39,77771,696,0.066,2,1,0
58,88191,588,0.263,2,0,1
28,142596,835,0.0,0,0,0
21,94430,548,0.386,4,1,0
25,105016,834,0.471,4,0,1
43,122639,584,0.213,5,0,1
33,54088,620,0.279,3,0,0
42,106081,637,0.489,1,1,1
22,73472,848,0.087,1,0,0
35,33763,572,0.152,2,0,0
39,38673,839,0.316,5,0,1
39,57035,608,0.237,1,1,0
45,98094,585,0.306,4,0,1
55,84761,716,0.16,0,0,1
41,86880,736,0.382,5,0,0
58,161230,607,0.328,3,0,0
44,52238,529,0.432,2,0,0
32,80673,626,0.38,2,1,0
31,90609,679,0.381,2,0,1
35,62948,494,0.133,1,0,1
47,82262,509,0.424,3,1,0
31,46526,819,0.3,5,0,1
61,133415,493,0.325,1,0,1
42,64164,630,0.507,4,0,0
58,165834,762,0.242,3,1,1
51,80530,601,0.553,4,1,0
35,116725,663,0.567,4,1,0
31,79945,511,0.463,0,0,0
53,80579,773,0.203,0,0,1
35,66393,714,0.022,5,0,1
31,84919,795,0.512,0,1,1
61,91040,799,0.367,3,0,1
42,61899,609,0.238,4,0,1
23,77963,495,0.526,3,0,0
42,65790,608,0.221,0,1,1
41,182159,533,0.286,0,1,1
59,78933,677,0.429,4,1,0
52,139886,534,0.183,5,0,1
29,76061,821,0.334,2,1,1
27,89188,702,0.513,3,1,0
47,51291,573,0.382,5,1,0
23,69653,820,0.537,4,1,0
35,87679,764,0.52,3,1,1
27,141897,641,0.351,3,1,0
21,88031,534,0.0,5,0,1
61,132198,607,0.184,4,1,0
24,101927,696,0.465,2,0,0
21,143968,763,0.117,4,0,0
62,79785,576,0.301,1,0,1
29,188026,754,0.401,5,1,1
56,68725,584,0.57,0,1,0
22,62286,571,0.264,1,1,1
27,53329,645,0.253,2,1,0
25,184170,539,0.342,1,1,1
52,108506,629,0.403,3,1,0
48,72462,612,0.327,4,0,1
41,126110,583,0.507,5,0,0
31,103616,766,0.23,3,0,1
24,162089,602,0.368,3,1,0
46,47383,737,0.417,3,1,1
31,74227,746,0.29,0,1,1
46,69277,726,0.476,4,0,1
51,40822,579,0.372,0,0,0
58,118051,786,0.468,3,1,1
42,74096,567,0.379,5,1,1
21,105517,582,0.406,4,0,1
33,186032,803,0.255,3,0,1
58,71978,605,0.255,1,1,1
44,70288,737,0.534,5,0,1
48,84905,495,0.445,5,0,0
41,115070,707,0.197,2,0,1
28,66796,801,0.377,0,0,1
60,65311,742,0.0,3,0,1
55,117921,695,0.264,3,0,1
64,92993,794,0.494,5,0,0
58,39819,590,0.331,5,1,1
33,53044,619,0.368,1,0,0
32,137749,505,0.0,1,1,1
31,93754,738,0.291,5,0,1
61,62379,747,0.401,1,1,1
45,76735,758,0.42,2,0,1
40,81829,757,0.494,1,1,1
63,105373,527,0.318,2,1,1
47,50633,726,0.325,3,1,1
61,60683,762,0.15,1,1,1
64,89616,555,0.319,2,1,1
24,78654,656,0.161,2,1,1
36,99499,817,0.073,0,1,1
53,52967,633,0.187,4,0,0
56,92295,758,0.576,5,1,1
27,119349,676,0.309,2,1,1
35,96581,723,0.383,1,1,0
45,85515,711,0.273,3,1,1
56,78763,720,0.081,3,0,1
25,60813,768,0.49,3,1,0
47,79424,814,0.024,3,1,0
34,126583,589,0.267,4,1,1
30,78127,823,0.342,0,0,1
43,59654,712,0.385,0,1,1
39,68560,700,0.241,0,0,1
48,87383,601,0.074,0,0,1
34,71469,634,0.23,5,1,1
57,96530,721,0.238,4,0,1
24,97807,614,0.234,3,1,1
58,111179,586,0.496,4,1,0
22,134054,783,0.168,0,0,0
53,115417,633,0.395,1,0,0
36,58734,718,0.374,4,0,0
37,59368,491,0.494,2,1,0
21,79319,508,0.33,3,1,1
51,69553,793,0.469,4,1,0
28,54685,532,0.324,0,0,1
50,69784,774,0.415,4,0,0
52,68987,813,0.125,4,0,1
58,64383,658,0.0,2,0,1
52,72928,807,0.407,2,1,1
34,123034,638,0.415,0,0,0
53,87333,832,0.421,1,1,1
57,193472,567,0.271,1,0,1
34,86460,638,0.573,5,1,0
26,73588,623,0.281,0,1,1
60,81569,770,0.413,1,1,0
27,89101,496,0.439,0,0,0
47,94854,786,0.608,1,0,1
31,168485,488,0.302,0,0,1
26,60590,596,0.252,1,0,0
55,110020,700,0.125,4,0,1
27,87594,533,0.583,4,1,0
50,46999,661,0.413,2,1,0
51,106670,848,0.418,4,1,0
23,126934,784,0.818,3,0,1
28,60340,491,0.399,5,0,1
55,81197,698,0.155,4,0,1
43,44528,701,0.321,1,0,1
26,52427,505,0.204,3,1,0
64,117544,720,0.291,4,0,1
32,69183,672,0.29,1,1,1
21,55253,732,0.262,3,0,1
61,88262,590,0.141,2,0,1
21,67840,574,0.589,1,0,0
45,69076,752,0.395,1,0,1
64,105506,746,0.316,0,0,1
46,54239,539,0.464,4,0,0
46,59330,560,0.421,4,1,0
38,85964,696,0.391,3,1,1
26,114353,786,0.453,1,0,1
46,125632,554,0.37,0,0,1
60,64536,561,0.451,3,1,0
25,113078,778,0.463,1,0,0
59,61902,737,0.374,3,1,0
39,154342,813,0.317,5,0,1
44,54772,769,0.58,0,1,1
28,129667,832,0.278,3,1,1
48,64730,549,0.409,5,1,0
29,164784,580,0.412,2,1,0
33,100179,568,0.259,4,0,1
52,57077,500,0.229,4,0,0
