customer_id,recency_days,frequency,monetary
CUST00933,13,12,53488.95
CUST00934,286,7,13815.31
CUST00935,52,11,23612.99
CUST00936,525,1,4193.0
CUST00937,580,1,779.26
CUST00938,12,22,46021.14
CUST00939,436,1,3991.1
CUST00940,50,9,26569.4
CUST00941,701,2,3564.38
CUST00942,647,1,5505.09
CUST00943,10,22,38966.75
CUST00944,36,7,16411.23
CUST00945,664,2,4787.56
CUST00946,5,23,49020.12
CUST00947,615,5,2091.45
CUST00948,12,10,18201.5
CUST00949,216,4,19020.58
CUST00950,564,4,4396.66
CUST00951,25,4,35775.4
CUST00952,134,5,16162.28
CUST00953,23,19,43894.08
CUST00954,29,13,31009.48
CUST00955,702,3,3535.06
CUST00956,32,4,26714.65
CUST00957,570,1,5131.48
CUST00958,670,2,3614.58
CUST00959,526,1,5111.03
CUST00960,385,4,1245.45
CUST00961,230,7,24027.0
CUST00962,317,3,7610.57
CUST00963,138,6,10208.71
CUST00964,20,15,50905.65
CUST00965,155,7,19807.2
CUST00966,676,1,1092.47
CUST00967,23,14,45399.36
CUST00968,50,8,26715.43
CUST00969,22,3,78206.05
CUST00970,66,4,40660.15
CUST00971,31,11,20387.86
CUST00972,18,21,39578.94
CUST00973,188,6,19124.11
CUST00974,496,2,681.41
CUST00975,577,1,1234.69
CUST00976,40,3,84795.04
CUST00977,31,11,28957.8
CUST00978,147,8,23131.52
CUST00979,29,15,48316.3
CUST00980,15,22,46897.53
CUST00981,413,2,6639.49
CUST00982,65,8,20287.98
CUST00983,471,1,5440.05
CUST00984,105,1,82751.02
CUST00985,33,6,7601.51
CUST00986,6,25,43377.28
CUST00987,29,8,8347.96
CUST00988,157,4,15934.65
CUST00989,609,2,3455.69
CUST00990,42,4,30789.52
CUST00991,680,1,3812.93
CUST00992,19,17,45099.78
CUST00993,342,1,2575.23
CUST00994,28,9,31778.44
CUST00995,276,6,14329.05
CUST00996,645,2,2490.65
CUST00997,505,2,3704.57
CUST00998,34,3,52098.24
CUST00999,502,1,6016.26
CUST01000,56,2,64342.18
CUST01001,381,1,1273.07
CUST01002,390,2,4059.98
CUST01003,51,5,42729.21
CUST01004,188,9,17292.14
CUST01005,549,1,5535.66
CUST01006,60,4,70647.25
CUST01007,47,10,24587.79
CUST01008,203,6,18496.79
CUST01009,53,10,34992.2
CUST01010,638,4,7398.2
CUST01011,25,20,52163.11
CUST01012,67,11,23758.67
CUST01013,55,6,19105.94
CUST01014,29,19,54982.02
CUST01015,14,8,15524.15
CUST01016,42,8,32003.25
CUST01017,20,13,34331.11
CUST01018,267,1,3401.11
CUST01019,14,18,57289.55
CUST01020,261,3,8142.51
CUST01021,45,7,22126.43
CUST01022,44,10,10290.25
CUST01023,420,5,6842.14
CUST01024,148,2,17171.38
CUST01025,33,6,17456.36
CUST01026,21,7,19354.88
CUST01027,411,2,2909.93
CUST01028,681,1,1819.03
CUST01029,152,4,9223.88
CUST01030,13,7,25507.5
CUST01031,12,7,27989.32
CUST01032,40,16,16213.29
CUST01033,706,1,8473.03
CUST01034,162,8,18968.14
CUST01035,484,3,8947.45
CUST01036,648,4,5453.89
CUST01037,29,12,12729.5
CUST01038,423,2,5114.44
CUST01039,24,22,38778.29
CUST01040,256,2,5235.6
CUST01041,182,12,20482.09
CUST01042,141,7,17065.62
CUST01043,65,2,67933.51
CUST01044,549,4,5727.8
CUST01045,41,8,28333.65
CUST01046,237,4,17926.7
CUST01047,30,16,28036.67
CUST01048,470,2,6342.4
CUST01049,26,6,83397.1
CUST01050,669,1,3869.34
CUST01051,106,6,68630.39
CUST01052,213,9,20543.71
CUST01053,63,8,13817.26
CUST01054,12,20,41851.58
CUST01055,21,8,21037.02
CUST01056,166,11,4738.87
CUST01057,19,25,39536.86
CUST01058,716,2,2682.2
CUST01059,213,5,16598.38
CUST01060,95,3,38053.55
CUST01061,43,11,17340.58
CUST01062,15,14,41506.99
CUST01063,61,3,20208.49
CUST01064,544,1,4201.0
CUST01065,174,6,18123.07
CUST01066,15,10,20502.89
CUST01067,28,10,33605.4
CUST01068,38,4,22597.43
CUST01069,688,2,3371.48
CUST01070,274,9,15584.84
CUST01071,383,1,2379.09
CUST01072,38,8,14724.45
CUST01073,32,17,36042.1
CUST01074,375,4,2334.76
CUST01075,352,5,5457.81
CUST01076,67,7,20405.53
CUST01077,5,12,44895.8
CUST01078,1,23,58506.65
CUST01079,624,3,4852.8
CUST01080,483,1,2999.07
CUST01081,18,23,57807.28
CUST01082,13,11,23979.18
CUST01083,126,10,17353.33
CUST01084,260,5,10652.03
CUST01085,75,3,69400.0
CUST01086,232,5,21844.93
CUST01087,646,2,4047.12
CUST01088,179,4,15395.71
CUST01089,257,3,15454.04
CUST01090,2,11,43066.79
CUST01091,307,1,6919.22
CUST01092,448,1,2524.24
CUST01093,20,16,22060.09
CUST01094,281,9,21812.4
CUST01095,609,1,1368.11
CUST01096,87,5,74104.99
CUST01097,251,5,17340.69
CUST01098,430,2,4413.24
CUST01099,390,3,5211.41
CUST01100,2,17,65306.83
CUST01101,69,5,62341.69
CUST01102,691,3,6570.2
CUST01103,569,1,4863.36
CUST01104,29,16,19793.09
CUST01105,21,1,77901.86
CUST01106,626,2,5287.78
CUST01107,12,8,24802.23
CUST01108,19,8,19628.15
CUST01109,222,7,4973.6
CUST01110,677,1,2238.08
CUST01111,13,7,6531.89
CUST01112,230,9,19045.61
CUST01113,24,8,18604.73
CUST01114,226,10,14953.36
CUST01115,16,24,56667.97
CUST01116,226,2,12607.19
CUST01117,48,14,18548.21
CUST01118,22,11,31937.04
CUST01119,69,8,14910.75
CUST01120,4,23,50075.23
CUST01121,39,6,15204.08
CUST01122,83,6,65541.0
CUST01123,20,3,59371.21
CUST01124,699,3,4535.07
CUST01125,33,1,69900.73
CUST01126,287,1,3943.51
CUST01127,181,7,15812.9
CUST01128,48,7,42653.44
CUST01129,57,6,20039.19
CUST01130,197,7,13722.41
CUST01131,240,3,18574.43
CUST01132,14,17,41906.99
CUST01133,163,4,10333.94
CUST01134,278,1,7554.05
CUST01135,2,16,47620.83
CUST01136,16,5,14882.29
CUST01137,23,2,45057.86
CUST01138,18,11,29694.61
CUST01139,16,17,37649.7
CUST01140,477,4,3533.52
CUST01141,428,1,7137.88
CUST01142,307,4,4771.61
CUST01143,581,4,5348.12
CUST01144,40,2,65756.23
CUST01145,270,2,17094.52
CUST01146,11,17,39144.26
CUST01147,683,5,4627.31
CUST01148,402,3,4420.07
CUST01149,32,9,33636.35
CUST01150,188,7,15909.84
CUST01151,233,5,25977.52
CUST01152,245,11,18705.2
CUST01153,366,1,4925.56
CUST01154,20,20,32815.61
CUST01155,28,10,31007.01
CUST01156,148,8,17393.62
CUST01157,202,5,21796.06
CUST01158,168,4,25018.8
CUST01159,268,6,20912.76
CUST01160,32,11,83452.28
CUST01161,242,10,17120.66
CUST01162,67,10,30875.22
CUST01163,21,14,47585.22
CUST01164,101,7,79924.84
CUST01165,20,14,62538.72
CUST01166,34,7,19015.85
CUST01167,17,21,57554.43
CUST01168,510,1,1693.25
CUST01169,20,17,55723.22
CUST01170,17,15,69468.42
CUST01171,58,7,25656.86
CUST01172,33,24,42217.52
CUST01173,8,29,24075.58
CUST01174,192,8,19919.54
CUST01175,124,7,9492.71
CUST01176,183,10,22701.6
CUST01177,141,6,17411.59
CUST01178,617,1,2570.96
CUST01179,568,1,8326.62
CUST01180,54,2,53910.75
CUST01181,35,8,24355.05
CUST01182,573,4,1539.53
CUST01183,302,1,6356.24
CUST01184,681,4,3937.36
CUST01185,537,2,3917.92
CUST01186,635,2,4377.68
CUST01187,47,6,19522.25
CUST01188,549,1,1188.45
CUST01189,67,10,18095.56
CUST01190,9,13,44061.98
CUST01191,661,4,5019.72
CUST01192,63,10,26522.01
CUST01193,61,8,20459.0
CUST01194,162,7,16633.87
CUST01195,54,7,20220.49
CUST01196,20,14,69756.25
CUST01197,33,14,30950.45
CUST01198,14,13,31041.55
CUST01199,33,23,26533.36
CUST01200,35,14,19465.18
CUST01201,245,7,21872.96
CUST01202,243,10,6267.29
CUST01203,663,4,2911.35
CUST01204,68,10,29983.92
CUST01205,21,6,21501.41
CUST01206,678,4,5734.77
CUST01207,170,8,18463.06
CUST01208,48,13,12854.58
CUST01209,27,11,25801.71
CUST01210,47,11,22714.98
CUST01211,204,5,23527.92
CUST01212,261,1,6521.81
CUST01213,124,7,18846.31
CUST01214,67,12,26398.39
CUST01215,329,2,4125.11
CUST01216,461,1,3666.69
CUST01217,330,5,7315.57
CUST01218,8,19,47214.21
CUST01219,164,10,24224.8
CUST01220,103,4,66444.07
CUST01221,165,6,21579.78
CUST01222,21,22,37414.64
CUST01223,40,8,24248.51
CUST01224,30,7,60023.49
CUST01225,92,5,42689.62
CUST01226,34,5,19523.27
CUST01227,507,2,7056.36
CUST01228,266,1,5577.05
CUST01229,28,6,15773.89
CUST01230,508,3,6460.71
CUST01231,334,2,4807.32
CUST01232,189,6,15806.01
CUST01233,211,8,28543.12
CUST01234,459,1,3366.22
CUST01235,265,2,5137.77
CUST01236,711,1,2487.5
CUST01237,286,7,21588.06
CUST01238,10,21,63350.09
CUST01239,10,17,68276.83
CUST01240,377,1,5175.06
CUST01241,31,21,61134.09
CUST01242,58,16,37313.35
CUST01243,51,10,29252.26
CUST01244,223,4,7719.91
CUST01245,25,11,17776.01
CUST01246,635,2,4449.44
CUST01247,64,10,17112.12
CUST01248,53,5,16834.67
CUST01249,22,8,16370.05
CUST01250,33,15,49289.59
CUST01251,655,2,4113.37
CUST01252,235,1,17091.06
CUST01253,58,11,20179.59
CUST01254,268,5,16188.41
CUST01255,13,19,49158.44
CUST01256,16,8,12709.36
CUST01257,677,1,6303.74
CUST01258,99,3,94438.14
CUST01259,294,8,17276.74
CUST01260,275,3,2861.89
CUST01261,683,2,6106.93
CUST01262,288,1,16993.85
CUST01263,105,5,79035.74
CUST01264,11,9,22702.05
CUST01265,37,11,33282.23
CUST01266,700,2,1817.74
CUST01267,205,2,10242.1
CUST01268,11,5,18889.42
CUST01269,475,3,3513.36
CUST01270,41,5,18624.5
CUST01271,98,3,64152.21
CUST01272,235,8,19068.98
CUST01273,484,1,4342.06
CUST01274,51,4,15100.09
CUST01275,289,7,27674.88
CUST01276,234,3,17490.98
CUST01277,344,1,7622.28
CUST01278,729,1,6342.9
CUST01279,438,1,3958.08
CUST01280,52,5,71907.36
CUST01281,61,10,30298.13
CUST01282,690,2,3953.5
CUST01283,556,2,5824.94
CUST01284,250,6,11246.61
CUST01285,21,13,33658.18
CUST01286,27,12,24704.6
CUST01287,25,21,22765.89
CUST01288,244,8,20342.76
CUST01289,152,5,21100.64
CUST01290,38,12,24438.63
CUST01291,65,5,24347.38
CUST01292,479,4,6423.63
CUST01293,9,15,52794.66
CUST01294,554,3,2994.32
CUST01295,14,25,57881.22
CUST01296,35,11,25876.08
CUST01297,643,3,2894.15
CUST01298,235,5,13634.01
CUST01299,233,11,8546.14
CUST01300,53,12,48373.3
CUST01301,368,1,5082.34
CUST01302,39,10,28239.26
CUST01303,341,5,3676.11
CUST01304,251,3,4362.98
CUST01305,572,6,3229.87
CUST01306,253,2,4862.6
CUST01307,9,17,40719.18
CUST01308,629,2,3951.62
CUST01309,20,13,19539.07
CUST01310,30,18,35576.82
CUST01311,218,9,14260.43
CUST01312,467,1,3787.47
CUST01313,67,4,55726.88
CUST01314,169,5,22734.04
CUST01315,106,1,56287.13
CUST01316,248,12,18258.57
CUST01317,290,5,16835.65
CUST01318,24,15,51082.52
CUST01319,725,3,6604.53
CUST01320,92,1,84569.64
CUST01321,17,15,38167.35
CUST01322,401,1,1624.51
CUST01323,199,6,26641.8
CUST01324,193,10,15521.77
CUST01325,43,12,23969.44
CUST01326,267,4,3314.51
CUST01327,471,1,6012.72
CUST01328,49,7,32187.28
CUST01329,33,18,56487.86
CUST01330,213,5,14189.99
CUST01331,138,4,10372.7
CUST01332,198,14,21115.25
CUST01333,211,6,10810.67
CUST01334,36,15,21264.84
CUST01335,99,11,81235.89
CUST01336,77,7,63636.08
CUST01337,649,3,4049.97
CUST01338,13,16,41289.29
CUST01339,302,3,6452.45
CUST01340,170,5,15740.8
CUST01341,548,1,3741.35
CUST01342,185,5,13115.75
CUST01343,62,8,35575.37
CUST01344,278,1,3131.95
CUST01345,544,3,2614.89
CUST01346,328,2,5001.64
CUST01347,47,10,33090.0
CUST01348,290,5,13364.73
CUST01349,34,5,29799.58
CUST01350,599,1,3377.18
CUST01351,623,3,6726.44
CUST01352,284,5,28564.22
CUST01353,387,2,4692.21
CUST01354,9,16,54918.46
CUST01355,638,6,3691.43
CUST01356,50,7,23825.25
CUST01357,224,5,20162.3
CUST01358,44,9,22152.14
CUST01359,252,1,5161.3
CUST01360,174,1,28737.11
CUST01361,291,2,4309.95
CUST01362,80,5,50652.24
CUST01363,294,4,4501.8
CUST01364,122,8,18575.78
CUST01365,490,4,6019.91
CUST01366,33,19,15666.71
CUST01367,16,19,57913.71
CUST01368,49,6,14024.64
CUST01369,5,16,51641.23
CUST01370,26,12,40973.75
CUST01371,90,4,47072.45
CUST01372,693,2,2923.38
CUST01373,480,5,4433.09
CUST01374,250,2,17578.76
CUST01375,28,14,35078.4
CUST01376,593,3,4184.15
CUST01377,16,22,37856.41
CUST01378,288,1,5548.23
CUST01379,22,17,52715.93
CUST01380,289,1,1371.69
CUST01381,3,15,75726.93
CUST01382,16,19,43082.11
CUST01383,284,8,13461.59
CUST01384,501,1,3528.09
CUST01385,638,1,200.0
CUST01386,15,8,26060.84
CUST01387,251,8,11037.86
CUST01388,561,4,3667.26
CUST01389,11,22,33893.0
CUST01390,58,7,30034.8
CUST01391,573,3,4362.1
CUST01392,270,4,24227.67
CUST01393,5,15,18593.84
CUST01394,143,4,13408.52
CUST01395,13,18,39425.4
CUST01396,63,1,73935.84
CUST01397,63,13,24772.27
CUST01398,47,3,67522.69
CUST01399,647,3,2565.53
CUST01400,165,5,23484.59
CUST01401,41,6,20227.66
CUST01402,15,11,20291.52
CUST01403,69,8,20411.1
CUST01404,140,4,17417.96
CUST01405,394,1,1405.83
CUST01406,725,1,5207.12
CUST01407,127,6,22098.79
CUST01408,2,14,31103.34
CUST01409,589,3,5332.14
CUST01410,12,11,39894.99
CUST01411,147,5,10158.29
CUST01412,503,1,1910.27
CUST01413,22,10,22423.31
CUST01414,67,7,25520.35
CUST01415,22,12,46439.68
CUST01416,158,8,29521.82
CUST01417,18,10,28815.08
CUST01418,514,2,5486.71
CUST01419,620,5,597.5
CUST01420,215,4,11861.64
CUST01421,164,11,14312.49
CUST01422,654,5,4317.03
CUST01423,35,8,16445.44
CUST01424,467,3,7123.77
CUST01425,49,1,72141.04
CUST01426,327,6,4135.65
CUST01427,686,2,4778.21
CUST01428,363,3,4467.19
CUST01429,25,18,46744.54
CUST01430,63,14,25444.69
CUST01431,11,13,23342.59
CUST01432,272,3,22051.88
CUST01433,55,7,18474.49
CUST01434,142,3,6622.2
CUST01435,32,18,75717.79
CUST01436,18,25,76804.11
CUST01437,92,3,71184.27
CUST01438,106,3,31146.73
CUST01439,169,7,14920.04
CUST01440,175,7,6375.1
CUST01441,291,5,4450.17
CUST01442,15,26,27763.3
CUST01443,174,11,21182.66
CUST01444,46,5,17878.52
CUST01445,56,12,14900.59
CUST01446,19,26,49636.26
CUST01447,635,2,4103.07
CUST01448,23,16,37620.63
CUST01449,35,6,20801.54
CUST01450,22,11,21723.67
CUST01451,566,1,3756.91
CUST01452,493,4,4876.24
CUST01453,11,12,17138.66
CUST01454,13,8,20288.41
CUST01455,367,4,7431.84
CUST01456,167,5,17157.85
CUST01457,331,3,4162.71
CUST01458,24,16,57316.01
CUST01459,120,4,23054.56
CUST01460,33,12,55923.27
CUST01461,474,1,3134.54
CUST01462,22,12,33844.94
CUST01463,286,1,2002.26
CUST01464,42,18,34834.82
CUST01465,94,6,36568.61
CUST01466,181,3,6626.48
CUST01467,666,3,5152.77
CUST01468,173,13,23996.1
CUST01469,35,10,15768.71
CUST01470,155,4,24521.9
CUST01471,147,10,19029.85
CUST01472,11,13,68198.51
CUST01473,141,12,10767.4
CUST01474,618,1,1610.16
CUST01475,102,4,61685.53
CUST01476,5,20,53201.77
CUST01477,227,5,21383.41
CUST01478,29,27,54904.48
CUST01479,148,8,18509.55
CUST01480,191,2,19587.97
CUST01481,399,6,8904.11
CUST01482,701,1,1883.08
CUST01483,37,7,25964.33
CUST01484,29,18,70216.59
CUST01485,264,2,2376.75
CUST01486,44,10,22663.18
CUST01487,290,2,5737.01
CUST01488,8,16,41343.76
CUST01489,26,8,27534.22
CUST01490,462,4,985.55
CUST01491,44,3,100953.91
CUST01492,690,1,3876.52
CUST01493,379,3,4618.03
CUST01494,66,16,27798.06
CUST01495,106,7,57314.63
CUST01496,62,11,27485.69
CUST01497,58,7,33160.62
CUST01498,127,5,22266.9
CUST01499,280,7,5295.12
CUST01500,20,21,54095.14
