customer_id,tenure_months,age,monthly_charges,total_charges,contract_type,payment_method,region,signup_date,churn
CUST00341,21,47,76.73,1581.99,Month-to-month,Electronic check,South,2023-01-28,1
CUST00342,18,58,65.16,1155.13,Two year,Mailed check,West,2021-02-09,0
CUST00343,31,65,85.39,2574.15,Two year,Mailed check,North,2023-04-14,0
CUST00344,72,42,82.91,5672.27,One year,Mailed check,North,2023-01-12,0
CUST00345,22,67,60.88,1217.34,One year,Mailed check,East,2022-02-08,0
CUST00346,45,37,69.32,3141.98,One year,Bank transfer,West,2023-10-22,0
CUST00347,10,57,46.4,457.04,Two year,Electronic check,West,2022-12-14,0
CUST00348,13,28,80.34,972.6,Month-to-month,Electronic check,East,2023-09-21,1
CUST00349,22,47,18.03,397.9,One year,Credit card,West,2023-06-19,0
CUST00350,4,18,84.42,332.7,Month-to-month,Mailed check,South,2021-08-14,1
CUST00351,4,26,64.42,251.74,One year,Bank transfer,North,2023-12-28,0
CUST00352,72,48,52.82,3392.9,Month-to-month,Bank transfer,North,2023-03-25,0
CUST00353,55,23,59.19,3366.59,One year,Bank transfer,North,2021-07-27,0
CUST00354,68,47,61.02,3893.54,One year,Mailed check,South,2023-05-19,0
CUST00355,47,54,97.43,4593.7,Month-to-month,Mailed check,East,2022-04-15,1
CUST00356,39,34,145.84,5457.9,Month-to-month,Credit card,South,2023-08-05,1
CUST00357,58,28,95.5,5431.34,One year,Credit card,East,2021-07-09,0
CUST00358,24,35,50.87,1291.22,One year,Mailed check,East,2021-10-12,0
CUST00359,9,28,80.74,745.98,Month-to-month,Bank transfer,West,2022-01-16,1
CUST00360,50,40,81.83,4322.68,One year,Credit card,West,2022-05-09,0
CUST00361,26,43,41.87,1106.6,Two year,Electronic check,South,2022-11-23,0
CUST00362,6,37,33.48,204.86,Month-to-month,Credit card,South,2021-08-31,0
CUST00363,72,65,63.42,4159.58,Month-to-month,Mailed check,East,2023-02-12,0
CUST00364,33,31,85.19,2766.64,Month-to-month,Credit card,East,2021-01-27,0
CUST00365,7,61,24.7,170.96,One year,Bank transfer,South,2021-12-29,0
CUST00366,17,27,46.98,847.52,Month-to-month,Credit card,South,2022-12-23,0
CUST00367,24,43,79.32,1855.5,One year,Electronic check,West,2021-10-18,0
CUST00368,14,58,66.04,936.8,One year,Electronic check,East,2022-04-18,0
CUST00369,42,57,100.41,4264.82,Month-to-month,Credit card,North,2022-10-26,0
CUST00370,22,36,29.72,691.69,Two year,Bank transfer,South,2021-09-29,0
CUST00371,11,49,123.8,1352.69,One year,Bank transfer,Central,2023-11-22,0
CUST00372,26,47,26.55,718.87,Month-to-month,Electronic check,North,2023-07-17,1
CUST00373,52,34,18.0,856.21,Month-to-month,Electronic check,Central,2023-11-30,0
CUST00374,2,50,63.53,116.81,Month-to-month,Credit card,North,2022-06-27,1
CUST00375,5,68,36.64,162.28,Month-to-month,Mailed check,East,2022-01-12,0
CUST00376,30,48,64.03,1996.39,Month-to-month,Bank transfer,South,2023-12-26,1
CUST00377,39,49,63.16,2546.21,Two year,Mailed check,North,2023-03-09,0
CUST00378,11,51,60.11,690.86,Month-to-month,Mailed check,Central,2023-05-19,1
CUST00379,6,21,43.94,254.71,Month-to-month,Electronic check,East,2021-07-20,1
CUST00380,72,48,75.82,5305.22,One year,Credit card,Central,2023-08-10,1
CUST00381,10,27,57.07,567.25,One year,Credit card,South,2022-08-02,0
CUST00382,4,33,92.59,397.09,Two year,Electronic check,Central,2023-04-27,0
CUST00383,25,72,60.49,1640.32,One year,Mailed check,Central,2023-06-23,0
CUST00384,23,38,40.88,977.56,Month-to-month,Bank transfer,East,2021-04-26,0
CUST00385,3,31,22.81,69.56,Month-to-month,Mailed check,North,2021-04-19,0
CUST00386,23,58,60.7,1489.32,Two year,Bank transfer,West,2021-03-13,0
CUST00387,1,28,33.27,32.84,One year,Mailed check,East,2022-12-06,0
CUST00388,23,35,31.25,704.7,Two year,Electronic check,Central,2023-09-30,0
CUST00389,8,59,78.19,621.48,Month-to-month,Mailed check,South,2021-02-02,1
CUST00390,10,42,20.56,195.54,Two year,Bank transfer,South,2021-06-01,0
CUST00391,9,20,100.3,894.8,One year,Electronic check,North,2022-06-17,0
CUST00392,18,49,68.99,1172.44,Month-to-month,Credit card,West,2022-03-05,0
CUST00393,35,36,63.9,2351.12,One year,Electronic check,Central,2021-04-23,0
CUST00394,21,63,39.13,844.07,One year,Electronic check,North,2022-10-30,0
CUST00395,7,33,84.11,630.85,Month-to-month,Bank transfer,West,2023-09-19,1
CUST00396,3,56,64.93,178.92,Month-to-month,Bank transfer,Central,2021-08-21,0
CUST00397,37,66,47.85,1938.79,Two year,Mailed check,North,2021-01-04,0
CUST00398,12,30,70.0,773.96,Month-to-month,Mailed check,North,2021-09-04,1
CUST00399,22,39,22.93,474.24,Month-to-month,Electronic check,West,2021-07-22,0
CUST00400,11,47,24.12,257.08,Month-to-month,Bank transfer,East,2022-05-26,0
CUST00401,6,29,37.0,236.52,Month-to-month,Mailed check,North,2021-04-28,0
CUST00402,4,45,73.74,298.29,Two year,Electronic check,West,2022-01-31,1
CUST00403,6,38,64.92,,One year,Mailed check,East,2021-05-11,0
CUST00404,1,38,91.22,87.6,Month-to-month,Credit card,Central,2023-01-11,1
CUST00405,53,42,42.0,2072.86,Two year,Mailed check,Central,2022-05-29,0
CUST00406,4,42,79.37,335.46,Two year,Credit card,West,2021-03-24,0
CUST00407,17,44,62.15,1098.74,Month-to-month,Mailed check,East,2021-02-17,0
CUST00408,9,33,41.42,397.99,Two year,Electronic check,South,2022-06-20,0
CUST00409,36,34,74.63,2739.99,Month-to-month,Mailed check,East,2022-10-11,0
CUST00410,30,40,63.35,1649.43,Two year,Mailed check,North,2021-07-10,0
CUST00411,1,41,49.27,46.2,One year,Electronic check,West,2021-12-21,0
CUST00412,7,35,66.05,473.1,One year,Bank transfer,North,2022-10-27,0
CUST00413,31,46,61.76,1879.17,Month-to-month,Mailed check,East,2022-05-31,1
CUST00414,16,18,61.16,951.22,Two year,Bank transfer,North,2021-05-08,0
CUST00415,72,31,54.69,3720.47,Month-to-month,Mailed check,South,2022-03-05,0
CUST00416,72,38,32.38,2441.82,Month-to-month,Mailed check,North,2021-08-05,0
CUST00417,26,30,66.87,1778.28,Month-to-month,Mailed check,East,2023-10-12,0
CUST00418,3,64,44.93,138.17,One year,Electronic check,West,2023-05-31,0
CUST00419,22,42,39.49,841.26,Month-to-month,Bank transfer,North,2021-12-08,0
CUST00420,26,44,58.98,1547.0,Two year,Electronic check,Central,2021-09-15,0
CUST00421,38,35,83.35,2955.44,One year,Bank transfer,Central,2021-05-28,0
CUST00422,54,41,69.64,3736.15,Month-to-month,Credit card,South,2023-03-19,0
CUST00423,2,24,51.72,90.37,Month-to-month,Credit card,West,2023-10-03,0
CUST00424,72,39,50.72,3365.51,Month-to-month,Mailed check,South,2021-10-27,0
CUST00425,3,28,80.9,238.79,One year,Mailed check,North,2022-12-02,0
CUST00426,3,38,18.0,60.41,Two year,Credit card,East,2021-09-15,0
CUST00427,6,18,84.93,463.7,Month-to-month,Mailed check,North,2023-10-02,1
CUST00428,39,26,18.15,663.84,Two year,Mailed check,Central,2021-11-24,0
CUST00429,6,62,29.61,179.59,Month-to-month,Credit card,Central,2021-04-16,0
CUST00430,32,53,52.14,1816.09,Two year,Credit card,West,2023-08-23,0
CUST00431,37,60,119.25,4456.85,Two year,Credit card,East,2023-11-02,0
CUST00432,7,61,106.94,,One year,Electronic check,East,2022-03-11,1
CUST00433,20,51,82.66,,One year,Credit card,Central,2023-09-21,0
CUST00434,12,35,73.91,864.28,Two year,Electronic check,North,2021-09-24,0
CUST00435,72,27,18.44,1333.14,Month-to-month,Bank transfer,North,2021-10-24,0
CUST00436,15,58,68.92,999.77,Month-to-month,Credit card,East,2022-08-11,0
CUST00437,1,42,51.27,53.13,Month-to-month,Bank transfer,South,2022-10-20,0
CUST00438,17,76,44.58,696.99,Month-to-month,Credit card,South,2022-02-27,1
CUST00439,21,36,68.87,1510.63,One year,Mailed check,North,2023-05-26,0
CUST00440,10,69,53.22,533.25,One year,Mailed check,East,2023-05-16,0
CUST00441,64,39,86.73,5491.13,Two year,Mailed check,South,2021-05-13,0
CUST00442,43,60,18.0,710.42,Month-to-month,Mailed check,North,2023-12-21,0
CUST00443,11,65,66.88,699.64,One year,Bank transfer,North,2021-06-24,0
CUST00444,8,27,43.02,364.79,Month-to-month,Mailed check,South,2022-07-31,0
CUST00445,7,35,54.76,379.32,Month-to-month,Bank transfer,Central,2022-04-09,1
CUST00446,5,27,72.62,368.15,One year,Mailed check,South,2022-05-10,0
CUST00447,56,24,37.07,1984.63,Two year,Mailed check,West,2021-05-21,0
CUST00448,10,51,69.11,690.1,One year,Electronic check,West,2022-01-11,0
CUST00449,2,39,59.69,111.19,Month-to-month,Bank transfer,South,2021-02-03,1
CUST00450,31,42,48.49,1510.7,One year,Credit card,West,2023-12-02,0
CUST00451,2,49,53.24,108.45,Month-to-month,Credit card,West,2021-06-07,0
CUST00452,66,18,61.14,4099.93,Two year,Mailed check,East,2022-06-14,0
CUST00453,1,60,45.8,43.73,One year,Mailed check,North,2021-08-25,0
CUST00454,12,37,65.18,768.78,Month-to-month,Bank transfer,North,2021-07-14,1
CUST00455,15,49,58.05,894.14,Month-to-month,Bank transfer,Central,2022-03-04,0
CUST00456,21,50,49.72,1033.08,Month-to-month,Electronic check,West,2023-11-28,0
CUST00457,2,61,104.75,206.49,Two year,Bank transfer,Central,2022-06-08,0
CUST00458,35,40,75.38,2889.4,Month-to-month,Electronic check,Central,2023-11-19,1
CUST00459,10,18,55.43,527.94,One year,Electronic check,North,2023-06-25,0
CUST00460,28,42,68.65,2026.04,One year,Bank transfer,West,2022-04-23,0
CUST00461,12,44,39.33,444.71,One year,Electronic check,East,2023-09-14,0
CUST00462,19,27,54.08,1061.16,Month-to-month,Mailed check,West,2022-01-17,1
CUST00463,52,44,57.0,3068.95,Two year,Bank transfer,North,2022-07-04,0
CUST00464,1,36,33.83,32.97,Month-to-month,Bank transfer,South,2023-01-16,0
CUST00465,1,23,74.68,70.13,One year,Mailed check,West,2022-10-08,0
CUST00466,46,51,52.36,2171.26,One year,Electronic check,West,2023-06-27,0
CUST00467,72,34,56.11,3915.67,One year,Credit card,East,2021-06-28,0
CUST00468,51,36,50.78,2657.92,Two year,Credit card,South,2022-06-30,0
CUST00469,56,35,138.98,7363.53,Month-to-month,Credit card,South,2022-12-29,0
CUST00470,9,59,48.43,437.98,Month-to-month,Bank transfer,Central,2021-12-29,0
CUST00471,72,41,18.0,1200.33,Month-to-month,Mailed check,South,2023-08-08,0
CUST00472,21,43,25.0,518.86,Month-to-month,Credit card,South,2021-11-27,0
CUST00473,4,35,83.98,316.65,Month-to-month,Mailed check,East,2021-11-26,0
CUST00474,3,48,98.41,294.08,Month-to-month,Electronic check,South,2021-12-24,0
CUST00475,6,60,47.96,280.55,Month-to-month,Credit card,East,2023-01-11,1
CUST00476,29,51,96.97,2644.76,Month-to-month,Mailed check,South,2021-05-10,0
CUST00477,68,51,83.54,5493.58,Month-to-month,Credit card,West,2021-06-06,0
CUST00478,10,50,60.26,574.45,One year,Mailed check,Central,2023-05-03,1
CUST00479,28,22,58.49,1530.13,One year,Credit card,Central,2021-08-16,0
CUST00480,14,29,69.52,1025.97,Month-to-month,Bank transfer,East,2021-04-25,0
CUST00481,1,39,86.94,85.37,Month-to-month,Mailed check,South,2021-10-16,0
CUST00482,4,31,74.93,266.72,Month-to-month,Mailed check,West,2022-03-13,1
CUST00483,3,27,48.08,139.74,One year,Credit card,West,2021-02-06,0
CUST00484,22,18,60.64,1395.09,Month-to-month,Electronic check,East,2023-07-04,0
CUST00485,1,23,114.53,110.17,Month-to-month,Mailed check,West,2021-05-09,0
CUST00486,11,38,71.28,842.8,Month-to-month,Mailed check,West,2022-03-19,0
CUST00487,72,41,86.73,5977.09,Month-to-month,Bank transfer,West,2021-08-10,0
CUST00488,3,30,78.5,241.43,Month-to-month,Mailed check,West,2021-11-19,0
CUST00489,5,43,71.83,377.77,One year,Bank transfer,North,2021-02-19,0
CUST00490,6,35,67.72,415.47,One year,Mailed check,East,2023-11-05,0
CUST00491,24,57,87.43,1954.11,One year,Electronic check,East,2023-10-24,0
CUST00492,27,39,82.97,2134.62,One year,Electronic check,North,2021-05-19,1
CUST00493,5,51,71.6,378.94,One year,Bank transfer,Central,2021-08-05,0
CUST00494,11,44,47.66,503.17,Month-to-month,Mailed check,East,2023-08-27,1
CUST00495,10,22,74.64,782.81,One year,Mailed check,North,2022-03-31,0
CUST00496,4,40,63.32,247.83,Month-to-month,Bank transfer,West,2021-03-09,0
CUST00497,4,24,57.29,230.78,Month-to-month,Mailed check,West,2021-05-29,0
CUST00498,55,40,131.97,6755.31,One year,Mailed check,West,2022-03-29,0
CUST00499,2,31,26.52,51.43,Month-to-month,Electronic check,South,2022-09-03,0
CUST00500,11,47,88.96,935.73,Month-to-month,Mailed check,Central,2022-11-23,1
CUST00501,2,23,43.43,87.84,One year,Bank transfer,South,2021-06-17,0
CUST00502,17,42,68.28,1166.17,Two year,Bank transfer,East,2022-02-10,0
CUST00503,27,50,129.21,,Two year,Credit card,North,2021-10-13,0
CUST00504,14,54,40.94,559.1,Month-to-month,Credit card,East,2022-08-09,0
CUST00505,7,31,46.9,313.03,Month-to-month,Electronic check,West,2021-12-18,0
CUST00506,25,42,64.56,1628.75,One year,Mailed check,East,2021-08-12,0
CUST00507,6,44,43.82,249.39,Month-to-month,Mailed check,East,2023-06-12,0
CUST00508,43,63,87.1,3947.25,Two year,Bank transfer,West,2022-09-16,0
CUST00509,7,21,51.64,359.41,Month-to-month,Mailed check,West,2022-06-03,0
CUST00510,6,29,81.35,480.14,Month-to-month,Credit card,South,2021-05-28,1
CUST00511,64,81,31.77,2080.27,Month-to-month,Mailed check,Central,2021-03-19,1
CUST00512,67,38,19.83,1323.54,Two year,Bank transfer,West,2023-05-22,0
CUST00513,7,18,59.28,380.56,Month-to-month,Electronic check,Central,2023-11-27,0
CUST00514,62,33,25.79,1514.12,Month-to-month,Credit card,Central,2022-10-02,1
CUST00515,66,18,102.96,7154.74,Month-to-month,Credit card,Central,2021-02-12,0
CUST00516,8,45,26.75,214.9,Month-to-month,Credit card,West,2022-06-12,0
CUST00517,49,53,39.06,1753.02,Month-to-month,Mailed check,East,2021-11-03,1
CUST00518,72,29,75.34,5519.98,One year,Electronic check,North,2021-03-01,0
CUST00519,1,35,50.34,48.93,Month-to-month,Bank transfer,East,2021-06-05,0
CUST00520,41,54,27.04,1060.16,Two year,Mailed check,West,2022-07-02,0
CUST00521,1,18,116.0,109.36,Two year,Credit card,East,2022-04-13,0
CUST00522,54,23,39.96,2265.72,Month-to-month,Bank transfer,Central,2022-09-10,0
CUST00523,4,38,60.09,216.74,Month-to-month,Bank transfer,North,2023-01-30,0
CUST00524,40,31,59.77,2290.68,One year,Credit card,South,2021-10-18,0
CUST00525,5,37,82.76,416.29,Month-to-month,Credit card,East,2021-11-10,1
CUST00526,9,24,76.56,743.42,Month-to-month,Mailed check,South,2023-01-12,0
CUST00527,8,45,44.33,,Two year,Electronic check,North,2021-08-04,0
CUST00528,10,39,56.85,544.45,Two year,Electronic check,North,2021-03-26,0
CUST00529,50,49,59.33,3193.34,One year,Mailed check,West,2023-07-24,0
CUST00530,12,44,83.72,,Month-to-month,Bank transfer,East,2021-08-17,1
CUST00531,15,44,35.79,543.97,One year,Electronic check,North,2021-05-13,0
CUST00532,1,21,115.45,118.27,One year,Electronic check,North,2023-03-19,0
CUST00533,15,48,46.02,659.89,Month-to-month,Bank transfer,East,2022-08-06,0
CUST00534,6,37,64.78,402.24,One year,Credit card,North,2021-06-11,0
CUST00535,9,39,36.0,315.67,Month-to-month,Electronic check,West,2023-07-21,1
CUST00536,29,56,32.55,976.76,Month-to-month,Bank transfer,West,2021-09-26,0
CUST00537,8,31,43.14,313.38,Month-to-month,Electronic check,North,2023-01-11,1
CUST00538,10,60,40.74,414.22,Month-to-month,Bank transfer,East,2022-12-14,0
CUST00539,24,62,54.64,1284.34,Month-to-month,Credit card,North,2023-06-28,0
CUST00540,9,52,40.53,385.74,Two year,Credit card,South,2023-03-10,0
CUST00541,27,28,82.39,2219.64,Two year,Bank transfer,Central,2023-02-09,0
CUST00542,4,18,45.43,193.07,One year,Bank transfer,East,2021-02-26,0
CUST00543,2,57,42.65,87.46,Two year,Credit card,Central,2023-10-25,0
CUST00544,7,43,55.18,,Two year,Bank transfer,North,2021-05-19,0
CUST00545,20,31,89.82,1867.15,Month-to-month,Mailed check,South,2021-10-05,1
CUST00546,6,58,70.37,438.98,Month-to-month,Credit card,East,2022-05-04,0
CUST00547,72,29,62.51,4606.92,Month-to-month,Bank transfer,East,2021-11-12,0
CUST00548,26,36,29.17,671.49,Month-to-month,Credit card,Central,2022-10-12,0
CUST00549,10,49,36.43,346.4,One year,Bank transfer,North,2021-02-27,0
CUST00550,72,26,33.04,2543.51,Month-to-month,Credit card,Central,2022-05-12,0
CUST00551,11,40,97.67,1006.9,Month-to-month,Electronic check,Central,2022-01-18,0
CUST00552,1,57,78.26,81.71,Month-to-month,Electronic check,East,2022-12-10,1
CUST00553,15,44,43.46,674.93,Month-to-month,Electronic check,South,2022-07-24,0
CUST00554,30,59,50.89,1471.3,Two year,Bank transfer,East,2023-04-08,0
CUST00555,8,57,44.37,319.55,Month-to-month,Bank transfer,South,2021-06-30,1
CUST00556,2,42,42.85,83.26,Month-to-month,Electronic check,West,2023-11-06,0
CUST00557,70,18,76.51,5912.16,Month-to-month,Electronic check,East,2022-03-06,0
CUST00558,13,26,57.81,719.09,Month-to-month,Credit card,Central,2022-01-19,0
CUST00559,31,52,117.03,3483.85,One year,Credit card,East,2022-08-24,0
CUST00560,45,20,96.26,4115.64,Month-to-month,Bank transfer,East,2021-06-28,0
CUST00561,20,37,97.74,2073.53,Month-to-month,Mailed check,West,2023-06-11,0
CUST00562,18,46,81.78,1454.16,Month-to-month,Mailed check,East,2021-10-17,0
CUST00563,16,62,54.43,843.63,Two year,Electronic check,Central,2023-10-13,0
CUST00564,69,33,79.94,5905.69,One year,Electronic check,North,2021-06-12,0
CUST00565,9,32,56.28,521.2,One year,Credit card,Central,2023-08-05,0
CUST00566,34,41,105.76,3430.56,One year,Mailed check,West,2022-03-08,0
CUST00567,19,46,75.11,1339.78,One year,Bank transfer,Central,2022-10-28,0
CUST00568,2,39,71.56,151.41,Month-to-month,Bank transfer,East,2023-08-14,1
CUST00569,29,56,68.18,1978.88,Month-to-month,Mailed check,West,2021-05-22,0
CUST00570,44,30,108.51,4404.64,Month-to-month,Electronic check,South,2022-01-16,0
CUST00571,11,43,29.16,292.16,Month-to-month,Bank transfer,West,2023-11-05,0
CUST00572,24,48,110.96,2514.44,Two year,Electronic check,North,2021-06-12,1
CUST00573,13,36,60.35,735.93,Month-to-month,Mailed check,South,2021-04-23,0
CUST00574,1,53,29.85,26.8,One year,Credit card,South,2022-07-27,0
CUST00575,11,44,46.19,480.16,Two year,Bank transfer,South,2021-01-28,1
CUST00576,13,53,23.73,294.31,Month-to-month,Credit card,South,2023-12-23,0
CUST00577,72,44,81.34,5721.0,Two year,Electronic check,West,2023-09-17,0
CUST00578,25,47,39.04,1058.61,One year,Electronic check,South,2021-07-26,0
CUST00579,5,33,69.22,341.48,Two year,Mailed check,West,2021-07-09,0
CUST00580,14,33,93.36,1296.09,Month-to-month,Mailed check,North,2023-05-02,1
CUST00581,3,59,48.2,148.28,Month-to-month,Electronic check,West,2022-07-25,0
CUST00582,51,50,58.3,2938.02,Month-to-month,Credit card,West,2023-06-21,0
CUST00583,52,27,32.42,1719.57,Month-to-month,Electronic check,South,2023-11-26,0
CUST00584,38,44,55.29,2130.5,Month-to-month,Bank transfer,West,2022-03-16,0
CUST00585,8,18,129.35,1041.14,Two year,Bank transfer,Central,2021-10-06,0
CUST00586,1,33,84.45,96.13,One year,Bank transfer,West,2022-11-10,0
CUST00587,10,55,58.38,610.4,Month-to-month,Electronic check,South,2022-11-27,0
CUST00588,54,40,49.71,2539.15,Month-to-month,Mailed check,East,2022-04-19,0
CUST00589,47,43,63.93,3060.33,Month-to-month,Bank transfer,West,2021-11-24,0
CUST00590,3,18,68.25,196.64,Month-to-month,Mailed check,South,2021-10-15,1
CUST00591,24,36,54.52,1337.68,Two year,Bank transfer,West,2022-07-26,0
CUST00592,13,46,78.25,947.3,Month-to-month,Electronic check,South,2022-04-12,0
CUST00593,25,48,41.16,972.0,Month-to-month,Electronic check,West,2022-05-16,1
CUST00594,26,55,41.04,1085.39,One year,Bank transfer,North,2021-04-15,0
CUST00595,2,39,74.25,155.91,Month-to-month,Bank transfer,North,2023-08-23,1
CUST00596,11,39,35.78,403.47,Month-to-month,Electronic check,Central,2023-02-14,1
CUST00597,5,23,83.23,433.92,One year,Credit card,Central,2023-10-04,0
CUST00598,17,39,64.64,1119.42,One year,Electronic check,Central,2023-06-27,0
CUST00599,3,24,19.3,,Two year,Credit card,Central,2022-11-09,0
CUST00600,8,18,67.74,528.27,One year,Bank transfer,South,2021-12-03,1
CUST00601,10,26,22.87,238.0,Month-to-month,Credit card,South,2022-12-18,0
CUST00602,12,63,82.33,1038.59,One year,Credit card,North,2022-09-13,0
CUST00603,38,38,58.78,2226.59,Two year,Mailed check,East,2023-10-09,0
CUST00604,1,45,111.28,110.63,One year,Credit card,North,2021-09-12,1
CUST00605,53,34,91.78,5251.4,Two year,Electronic check,Central,2021-01-29,0
CUST00606,17,18,38.48,653.49,One year,Mailed check,North,2021-05-20,1
CUST00607,22,55,18.0,,Two year,Electronic check,North,2021-07-11,0
CUST00608,3,18,46.12,141.71,Month-to-month,Mailed check,North,2022-12-28,0
CUST00609,21,34,34.47,720.33,One year,Credit card,North,2021-06-10,0
CUST00610,12,41,110.64,1273.22,Month-to-month,Mailed check,North,2021-05-27,1
CUST00611,3,45,64.74,197.89,One year,Electronic check,West,2022-03-11,1
CUST00612,23,31,88.34,2027.88,One year,Mailed check,South,2023-05-07,0
CUST00613,3,18,57.87,189.6,Two year,Credit card,East,2022-04-10,0
CUST00614,3,30,60.51,188.69,Two year,Bank transfer,Central,2021-10-25,0
CUST00615,72,31,64.18,4483.38,Month-to-month,Bank transfer,East,2021-11-08,0
CUST00616,17,31,92.66,1632.64,One year,Mailed check,West,2023-06-16,1
CUST00617,39,55,72.79,2882.51,One year,Mailed check,South,2022-04-20,0
CUST00618,1,25,38.57,41.1,Month-to-month,Bank transfer,North,2022-02-08,0
CUST00619,12,46,105.56,1233.5,Month-to-month,Bank transfer,South,2023-04-27,0
CUST00620,2,44,57.68,116.45,Month-to-month,Credit card,Central,2022-02-08,0
CUST00621,4,55,53.61,213.38,One year,Bank transfer,East,2022-01-26,0
CUST00622,35,40,18.0,631.84,Month-to-month,Credit card,South,2023-04-02,0
CUST00623,11,53,80.86,850.09,Two year,Credit card,East,2021-12-25,1
CUST00624,72,39,67.53,5002.17,Month-to-month,Electronic check,West,2022-07-13,0
CUST00625,2,48,67.5,137.82,Two year,Mailed check,West,2022-12-29,1
CUST00626,12,20,54.93,701.52,Month-to-month,Mailed check,East,2021-08-09,0
CUST00627,7,18,50.62,354.16,One year,Electronic check,Central,2021-05-21,0
CUST00628,6,47,55.76,327.67,Month-to-month,Electronic check,West,2023-07-21,1
CUST00629,5,48,76.58,398.01,One year,Credit card,East,2021-11-22,1
CUST00630,21,48,80.98,1633.05,Two year,Mailed check,North,2022-01-08,0
CUST00631,5,34,59.22,312.16,Two year,Electronic check,North,2022-10-08,0
CUST00632,25,62,88.72,2338.09,Two year,Mailed check,Central,2021-04-23,0
CUST00633,11,35,63.03,736.92,Month-to-month,Mailed check,East,2021-02-19,1
CUST00634,23,47,52.39,1227.66,Month-to-month,Electronic check,South,2022-04-01,0
CUST00635,4,50,69.96,273.03,Month-to-month,Electronic check,East,2023-11-27,0
CUST00636,57,66,31.02,1777.79,Month-to-month,Credit card,North,2022-09-21,0
CUST00637,38,37,70.82,2742.3,One year,Credit card,West,2022-09-26,0
CUST00638,19,32,26.45,488.48,One year,Mailed check,North,2022-10-30,0
CUST00639,41,21,39.31,1719.14,One year,Bank transfer,West,2023-08-01,0
CUST00640,18,63,18.0,333.4,Two year,Credit card,East,2023-07-04,0
CUST00641,1,47,60.62,57.92,One year,Credit card,South,2021-01-27,0
CUST00642,17,48,105.24,1957.51,Two year,Electronic check,North,2022-08-16,1
CUST00643,11,85,62.07,686.09,Month-to-month,Credit card,West,2022-08-22,0
CUST00644,11,46,81.09,843.19,Month-to-month,Electronic check,North,2021-09-02,0
CUST00645,29,23,123.81,3441.44,One year,Electronic check,North,2023-12-04,0
CUST00646,3,39,75.1,242.06,Two year,Mailed check,West,2021-10-14,0
CUST00647,62,28,45.87,3103.45,Month-to-month,Bank transfer,South,2023-07-03,0
CUST00648,29,36,49.31,1502.17,Month-to-month,Electronic check,South,2021-04-21,1
CUST00649,16,36,65.02,1108.95,One year,Mailed check,North,2022-10-21,1
CUST00650,9,33,49.18,469.54,Month-to-month,Mailed check,Central,2023-03-17,0
CUST00651,53,22,51.05,2780.99,Month-to-month,Mailed check,South,2022-07-07,0
CUST00652,8,64,89.63,728.84,Two year,Credit card,North,2021-04-27,0
CUST00653,72,46,90.65,6702.98,One year,Mailed check,South,2021-05-16,0
CUST00654,21,38,23.83,518.85,Month-to-month,Electronic check,North,2022-10-26,0
CUST00655,67,52,44.55,2874.17,Two year,Electronic check,South,2023-08-03,0
CUST00656,7,48,53.4,387.48,Month-to-month,Electronic check,North,2022-10-16,0
CUST00657,70,45,79.98,6006.91,Two year,Electronic check,North,2021-04-21,0
CUST00658,44,51,93.58,4075.03,Month-to-month,Bank transfer,South,2023-05-11,0
CUST00659,3,43,132.55,391.42,One year,Mailed check,Central,2022-05-18,0
CUST00660,40,51,53.36,2185.26,Month-to-month,Mailed check,North,2021-03-23,0
CUST00661,25,52,54.61,1320.9,Month-to-month,Credit card,North,2022-02-07,0
CUST00662,1,44,79.71,74.46,Two year,Bank transfer,Central,2021-08-11,0
CUST00663,61,38,47.94,3092.16,Month-to-month,Electronic check,Central,2023-12-17,0
CUST00664,4,63,61.48,240.38,Month-to-month,Mailed check,West,2023-09-23,1
CUST00665,1,35,54.62,54.67,Month-to-month,Mailed check,North,2021-04-27,1
CUST00666,1,47,18.0,17.45,One year,Credit card,South,2022-09-19,1
CUST00667,3,47,68.08,217.28,Two year,Mailed check,North,2021-01-08,0
CUST00668,41,33,60.44,2583.75,Two year,Electronic check,North,2022-05-17,0
CUST00669,22,30,96.78,2103.53,Month-to-month,Bank transfer,South,2021-06-20,0
CUST00670,22,37,65.14,1348.54,Month-to-month,Mailed check,East,2023-03-30,0
CUST00671,1,35,33.63,33.05,Month-to-month,Electronic check,South,2021-03-20,0
CUST00672,16,21,58.55,963.51,One year,Bank transfer,East,2023-09-16,0
CUST00673,34,32,18.0,617.77,Two year,Electronic check,South,2021-09-11,0
CUST00674,12,45,34.73,419.03,One year,Credit card,South,2021-10-15,0
CUST00675,6,59,80.89,490.48,One year,Credit card,West,2023-08-28,0
CUST00676,11,49,58.82,671.57,Month-to-month,Mailed check,Central,2023-09-15,1
CUST00677,30,18,88.06,2636.27,Two year,Bank transfer,South,2021-04-16,1
CUST00678,1,50,18.0,18.41,Month-to-month,Bank transfer,East,2021-04-30,0
CUST00679,3,34,58.94,168.09,Month-to-month,Bank transfer,South,2023-07-24,1
CUST00680,4,48,53.11,239.57,Month-to-month,Electronic check,North,2023-12-07,1
CUST00681,2,41,88.9,175.28,Month-to-month,Mailed check,West,2022-06-20,0
CUST00682,27,39,81.82,2231.63,Month-to-month,Electronic check,North,2021-06-30,0
