MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.9711,31.0,3.036,0.9961,1239.0,3.9973,35.99,-115.74,2.1268
6.5497,8.0,5.1156,1.354,1416.0,2.2022,37.51,-123.45,3.2935
1.5753,4.0,4.712,1.3034,1352.0,3.9311,37.26,-115.3,0.609
3.0566,21.0,5.6461,0.8973,671.0,3.7154,38.77,-123.44,2.1929
1.8824,29.0,5.8441,0.987,649.0,1.5643,41.98,-116.85,0.9453
3.2284,27.0,5.3073,1.0802,1889.0,2.5865,36.71,-118.41,1.5236
3.214,30.0,5.2516,0.9395,1805.0,3.8167,35.57,-120.24,2.3052
1.2847,2.0,6.6782,1.0855,145.0,4.3099,41.75,-115.07,0.3427
3.3551,15.0,5.7618,1.2068,142.0,3.5724,41.98,-119.73,1.8723
10.1355,18.0,5.4497,0.894,4301.0,2.6828,39.92,-124.05,4.9054
4.1468,15.0,5.5774,1.144,1450.0,2.2253,40.08,-119.09,2.7506
1.0791,29.0,7.6031,1.2753,1355.0,3.4533,36.37,-118.98,1.0083
1.5005,12.0,5.6072,1.16,559.0,2.6592,37.62,-116.86,1.4167
2.9535,33.0,4.7827,1.0887,895.0,2.6932,35.84,-120.72,2.4094
1.5277,48.0,3.1092,0.9998,719.0,2.8207,38.38,-123.56,1.9591
6.3375,34.0,3.6793,1.2246,2427.0,3.7054,40.34,-120.81,3.2242
0.9724,20.0,4.8396,0.9235,2350.0,4.4452,36.05,-118.27,0.987
4.1651,23.0,5.2699,1.1364,1468.0,3.8215,37.58,-118.85,2.133
0.8016,30.0,4.7333,1.1038,1305.0,3.0076,39.86,-115.83,0.5063
2.922,37.0,5.8214,1.2688,1660.0,2.2806,34.48,-121.6,2.1071
1.3594,16.0,4.7178,1.0126,1291.0,3.5341,38.3,-118.61,0.8762
4.6482,2.0,4.3026,1.0253,1890.0,4.3324,39.87,-114.54,2.4402
5.7014,36.0,6.1352,0.9137,2973.0,3.8028,33.0,-121.16,3.4613
3.7702,34.0,7.0433,1.1656,1108.0,3.1662,34.91,-119.94,1.8281
5.8623,6.0,4.0714,1.0364,567.0,2.6088,32.74,-114.36,3.1136
0.5,32.0,5.6925,0.9707,1315.0,3.2761,32.56,-122.86,2.0019
3.3271,4.0,3.114,0.985,747.0,3.9237,37.04,-118.56,0.7763
4.1279,33.0,3.6306,1.1806,439.0,3.1858,39.16,-120.6,2.3969
4.4679,38.0,4.6935,0.9346,2695.0,2.9173,36.14,-123.84,2.5368
0.5976,1.0,6.7619,0.9479,1261.0,2.4502,38.4,-116.69,0.7274
3.9748,38.0,4.4656,1.2345,889.0,5.0715,34.32,-122.31,2.804
4.5291,7.0,4.4207,1.0751,1408.0,2.2873,40.45,-115.38,2.1102
3.3024,14.0,5.4433,1.2433,795.0,2.2133,35.94,-120.12,2.1688
1.0883,36.0,5.4445,1.0461,2751.0,3.1313,39.22,-122.85,1.703
2.0407,19.0,4.4578,1.0998,4270.0,2.8385,33.73,-121.84,2.541
6.3573,50.0,7.7835,1.1234,832.0,3.8186,40.27,-115.97,3.7116
5.9276,49.0,5.0816,1.3081,1067.0,3.8457,37.42,-120.56,3.7038
4.0798,51.0,5.5363,1.2959,1548.0,2.0286,41.72,-121.74,3.5163
4.7097,6.0,4.9179,1.273,395.0,2.3955,36.35,-121.81,2.363
5.5066,9.0,5.928,1.0057,170.0,2.2997,40.79,-118.47,2.8301
4.05,10.0,6.8819,0.952,2544.0,3.6276,36.41,-121.73,3.1365
6.2481,30.0,7.3964,1.2141,873.0,3.3427,33.52,-114.95,2.9879
6.123,22.0,4.4853,1.3065,812.0,2.7028,39.03,-123.81,3.233
12.0227,39.0,6.721,1.2744,1625.0,3.1731,34.24,-122.74,5.0
2.1033,15.0,6.0596,1.102,565.0,2.099,40.1,-120.01,1.8708
2.1311,11.0,6.5694,1.2092,798.0,2.406,35.68,-122.22,2.2008
0.5,34.0,5.2897,1.2118,402.0,1.96,39.69,-116.51,1.1179
3.8599,32.0,5.1756,1.1223,209.0,3.1164,37.07,-115.13,2.0652
9.025,36.0,6.5229,1.1289,788.0,3.1134,37.6,-118.3,4.577
6.5474,16.0,6.5456,1.1147,560.0,2.2125,39.48,-115.76,3.1396
5.0749,27.0,7.2789,0.9818,498.0,3.337,38.82,-116.29,2.6685
6.8187,48.0,5.6383,0.9971,1206.0,3.8457,38.81,-122.71,4.0923
4.1749,32.0,5.2717,0.9948,2037.0,2.1756,38.76,-123.52,3.43
2.4772,48.0,2.4482,0.8601,2063.0,2.7389,38.06,-118.01,1.9118
10.3606,23.0,3.4665,1.1214,2005.0,3.4109,40.17,-114.47,4.7613
3.9825,3.0,4.9269,1.0939,636.0,2.9949,35.35,-115.98,2.5703
6.0421,39.0,4.0787,1.2143,1117.0,1.9024,34.22,-118.14,3.1173
0.5,24.0,6.377,1.2891,760.0,2.6474,39.48,-123.19,1.0962
0.5,3.0,3.828,1.2986,642.0,2.6208,37.63,-116.5,0.17
3.3962,8.0,4.7984,1.3128,677.0,2.8637,41.06,-117.47,1.6054
1.5282,16.0,4.8456,0.9864,461.0,2.8977,41.67,-114.96,1.2075
3.603,10.0,6.8457,0.8852,1420.0,4.2528,40.74,-117.21,1.9755
2.129,35.0,4.6701,1.2396,2453.0,2.8332,37.7,-123.26,1.7004
13.057,32.0,5.9429,1.3073,746.0,1.6255,39.66,-118.21,5.0
5.7508,17.0,5.6348,1.3334,681.0,3.0729,35.68,-120.26,2.8569
7.2176,5.0,6.4839,1.1727,164.0,4.3982,32.64,-120.09,3.5132
0.5,5.0,6.4203,0.8005,1792.0,2.8663,39.91,-117.97,0.4933
5.0324,49.0,5.3599,1.1548,124.0,2.6495,39.92,-115.3,2.8349
2.6842,18.0,3.3644,1.1833,1249.0,2.7559,32.58,-116.7,2.519
7.3008,6.0,5.1219,1.2878,590.0,3.4673,40.7,-124.08,4.3657
4.5838,37.0,5.3761,1.3144,955.0,2.7525,40.87,-122.83,2.7509
2.9572,45.0,5.7432,1.2364,1302.0,1.7875,35.55,-120.67,1.8947
1.1878,7.0,4.5149,1.0119,1244.0,2.4626,32.66,-117.45,0.8253
3.3532,49.0,6.7691,0.9456,2253.0,2.9482,40.82,-117.96,1.897
6.27,37.0,5.4163,1.1801,132.0,3.4285,33.17,-119.26,3.744
7.5553,13.0,4.2954,0.9811,2070.0,2.5338,34.71,-120.0,3.4436
2.3638,40.0,4.8501,1.3213,1343.0,2.763,37.65,-116.4,1.2149
11.8143,22.0,7.7143,0.8443,2415.0,3.0359,40.26,-123.34,5.0
5.9743,33.0,6.1973,1.185,1185.0,2.3781,39.93,-118.35,3.4044
1.553,7.0,6.6581,1.1479,306.0,2.9266,38.97,-116.22,1.5461
1.2835,13.0,4.1501,1.069,1060.0,3.3738,40.37,-121.58,0.5416
2.8029,40.0,4.5734,0.9612,1755.0,2.0508,39.01,-122.28,2.7865
2.3595,42.0,4.5823,0.8,1978.0,3.2452,38.56,-117.57,1.5477
4.1961,1.0,5.6213,1.0203,1088.0,2.1278,34.09,-122.54,2.8305
3.122,11.0,5.1912,1.0229,989.0,2.1438,36.68,-119.42,1.734
2.5035,31.0,4.8126,1.2668,1327.0,2.4698,36.79,-115.07,1.4044
0.8441,47.0,4.9631,0.9826,2205.0,4.0923,32.68,-123.69,1.7539
4.6726,35.0,4.4472,1.1679,803.0,1.6279,36.35,-115.21,3.0585
0.7792,37.0,5.1842,0.9062,1555.0,2.6288,34.66,-122.4,0.6936
5.9863,20.0,6.7359,1.172,3520.0,2.9788,33.35,-119.48,3.9662
0.5212,3.0,3.5842,0.8,5068.0,3.9337,37.69,-122.98,0.7739
0.7374,40.0,5.8158,1.4143,2196.0,4.5584,34.75,-117.2,0.6837
1.5474,41.0,7.0561,1.0788,965.0,2.6624,34.31,-114.32,2.2111
2.2108,23.0,5.1802,0.8,395.0,3.4315,39.97,-121.28,1.8207
1.89,26.0,4.7653,0.9923,1497.0,2.9244,40.2,-115.05,1.0945
2.2038,12.0,6.5091,0.9687,3014.0,2.9192,38.78,-117.0,0.9914
3.6504,24.0,4.2189,1.0016,1090.0,3.2186,34.3,-114.65,2.9476
1.5759,13.0,5.3728,1.0453,2372.0,1.7316,38.51,-117.58,0.6479
3.6728,22.0,4.1522,1.0006,2245.0,2.9617,39.28,-117.48,1.8764
0.5,7.0,3.1559,0.9775,1182.0,3.3606,34.72,-114.86,0.15
1.5296,31.0,5.2176,0.9262,2109.0,2.3122,33.76,-117.03,1.9427
0.7035,13.0,3.8839,1.2233,437.0,3.3659,36.62,-115.83,0.4903
5.9438,37.0,5.386,1.2802,1005.0,1.6172,36.53,-121.45,3.2682
1.7425,27.0,6.738,1.0618,1622.0,3.0749,33.96,-122.61,1.8253
4.4887,46.0,7.6251,1.0974,1160.0,4.0737,34.32,-117.9,2.9942
0.5873,12.0,5.5122,0.9311,479.0,2.8251,37.25,-121.77,1.0769
7.4794,14.0,6.6231,1.1107,2111.0,2.2175,37.51,-120.0,3.3312
3.2461,13.0,5.8788,1.1345,1608.0,1.8599,37.61,-115.74,1.6111
2.9988,33.0,4.9403,1.0671,1337.0,3.3124,41.83,-117.99,1.8136
0.8535,6.0,3.0903,1.1594,2715.0,3.7424,32.88,-114.86,1.3544
1.3816,36.0,7.3518,1.1463,2141.0,2.9551,39.97,-120.75,1.9098
2.5603,42.0,4.1411,0.9419,100.0,2.629,35.84,-121.49,2.0086
1.425,35.0,7.0593,1.279,1354.0,1.4553,39.65,-122.16,2.1911
5.5822,7.0,6.0442,1.0689,1323.0,3.0992,39.49,-114.54,2.4742
3.1801,26.0,4.2288,1.3513,898.0,2.4486,38.39,-120.0,1.1721
1.4393,28.0,5.7744,1.1631,133.0,2.4946,38.5,-115.1,1.6861
5.0545,20.0,7.9595,1.3956,614.0,4.2931,38.8,-120.85,2.9383
2.3224,24.0,7.2428,1.2763,100.0,1.5587,39.6,-121.42,2.1403
4.9099,39.0,4.7847,1.1341,4326.0,1.6658,33.75,-116.59,3.3789
2.0589,43.0,4.5456,0.9915,1164.0,3.1851,35.93,-118.12,1.5998
4.2907,16.0,5.5202,0.9948,1685.0,2.6918,40.5,-119.05,2.2033
2.2635,17.0,5.2014,1.18,472.0,2.585,37.7,-119.9,1.2698
5.5834,11.0,6.8397,1.1215,152.0,3.2181,33.8,-119.64,2.9025
0.6004,21.0,6.2875,1.0116,847.0,3.2047,41.64,-115.96,0.6761
1.1078,28.0,3.3693,1.225,753.0,2.2211,41.88,-122.77,1.1271
2.7257,37.0,5.9504,1.1058,1406.0,2.5266,37.37,-123.79,1.829
1.8034,14.0,5.1851,1.2259,878.0,3.0396,37.57,-124.24,1.5676
2.2131,12.0,5.4445,0.9537,4950.0,3.1337,35.27,-119.35,1.5553
4.6121,2.0,5.6987,1.2499,2444.0,3.3866,37.4,-116.12,1.7884
2.179,5.0,6.8385,1.1751,3185.0,2.5335,41.7,-117.59,1.0141
3.7601,3.0,6.5734,1.2796,1170.0,3.2776,34.92,-114.4,1.1615
1.5211,11.0,4.5003,1.2466,1387.0,3.7603,35.39,-118.2,0.3361
0.5,36.0,5.3297,1.0873,2992.0,3.0375,41.03,-119.21,0.3455
4.8906,40.0,4.8618,1.0752,824.0,2.9177,36.15,-118.48,3.0346
8.5278,50.0,3.3818,1.3675,1623.0,2.8116,41.74,-115.48,3.7198
3.5038,28.0,5.2688,1.0564,878.0,2.5061,35.82,-124.15,2.5978
2.8313,24.0,7.6137,1.2123,1689.0,2.2496,32.54,-119.63,2.1992
3.2594,46.0,3.3455,1.0428,347.0,2.7615,41.56,-120.19,2.6855
6.8504,8.0,5.3711,0.8207,723.0,3.3606,34.75,-114.77,3.4847
3.532,33.0,5.3326,0.9159,1409.0,2.2887,39.09,-122.43,2.5323
5.0428,42.0,5.7453,1.1609,1534.0,2.9397,32.95,-124.04,4.0927
4.9014,26.0,4.2447,1.2052,1972.0,2.8469,39.61,-117.98,3.0709
5.8817,14.0,3.6899,1.1614,416.0,4.4222,34.59,-118.05,3.02
2.7886,32.0,3.7457,1.2719,1368.0,3.5782,40.1,-121.11,1.7581
2.0383,51.0,6.9971,1.1587,254.0,3.5653,41.68,-118.9,0.8839
4.3218,13.0,4.2208,0.9837,919.0,3.736,32.93,-118.33,2.4515
5.6229,29.0,4.8005,1.1891,1199.0,2.5634,36.0,-120.77,3.3835
6.2984,3.0,7.9256,1.1254,1066.0,4.1014,39.3,-120.09,2.4409
7.3739,12.0,4.5189,1.0137,3460.0,3.1273,41.97,-122.88,3.7837
5.3074,40.0,5.8109,1.1709,1208.0,2.9643,35.95,-116.59,1.9802
1.955,26.0,6.6766,1.1119,1780.0,2.0282,41.95,-120.41,2.4034
3.501,11.0,6.6189,1.0092,1412.0,2.6787,41.04,-117.84,2.0001
3.2955,18.0,3.8021,1.0733,1149.0,1.5872,39.33,-120.03,2.0518
3.056,7.0,4.544,1.312,1689.0,2.8015,36.13,-122.68,1.9825
4.3274,40.0,5.7628,1.3071,1320.0,2.539,37.6,-117.29,2.6195
2.611,49.0,7.7148,1.1282,1237.0,2.6813,39.34,-120.13,2.5058
2.6137,6.0,4.4862,1.1086,987.0,1.8912,39.01,-122.45,1.9001
8.8458,13.0,4.8077,0.885,823.0,3.5629,35.24,-114.97,4.2637
2.8913,44.0,5.9035,1.3579,732.0,3.474,37.79,-115.37,1.3956
5.8551,45.0,6.1436,1.2555,1238.0,4.3518,40.43,-117.03,2.924
6.0682,40.0,6.2163,1.2128,1173.0,4.3292,37.01,-118.54,3.6289
3.566,37.0,4.3844,0.8,2932.0,3.125,37.88,-118.05,1.9376
2.6869,44.0,4.7615,1.1061,310.0,3.8187,35.61,-120.7,2.1634
1.5706,20.0,5.6586,1.0809,3640.0,3.209,34.02,-121.67,1.5831
0.7683,46.0,6.9148,1.2024,427.0,2.6581,33.13,-118.38,2.3692
4.529,46.0,5.1138,1.0323,1139.0,2.7775,36.36,-116.9,2.7397
3.9535,12.0,5.3732,1.0652,1546.0,3.5111,38.5,-119.35,1.4447
4.9627,4.0,4.1689,1.1929,519.0,6.2703,39.72,-115.34,2.1568
2.1362,27.0,7.6359,0.984,417.0,3.9335,33.3,-120.42,1.8083
9.3934,39.0,5.5851,1.0139,1043.0,3.1971,35.53,-120.54,5.0
4.1842,44.0,6.6933,1.129,1812.0,3.387,40.18,-120.04,3.1717
2.8157,8.0,5.4359,1.3008,2161.0,3.3799,33.57,-117.26,2.5897
0.5,20.0,5.5023,1.2213,361.0,2.9278,41.94,-124.03,1.0992
2.3156,40.0,3.5996,1.2613,1009.0,3.6052,38.51,-120.76,1.9009
5.1133,4.0,2.8191,1.1095,211.0,2.8756,41.43,-116.87,1.6112
7.2569,37.0,6.9023,1.3243,531.0,2.1908,39.44,-118.75,3.6415
3.1292,15.0,5.4937,0.8388,2581.0,3.3853,41.66,-121.2,1.7464
7.9889,2.0,5.6477,1.4033,1483.0,3.4923,38.82,-117.73,3.4052
1.4774,13.0,3.9011,1.4228,572.0,2.8834,35.05,-115.29,0.74
4.0322,38.0,4.3163,1.1685,2418.0,3.2479,40.1,-119.25,2.5238
4.107,45.0,6.6748,1.2248,647.0,3.7687,34.65,-116.91,2.1373
4.5524,5.0,7.4882,1.0943,1120.0,2.9586,37.87,-122.32,2.7444
3.4261,24.0,4.6545,1.0686,165.0,2.6424,36.04,-119.57,1.8833
3.8888,11.0,6.2058,1.0084,574.0,2.4325,40.09,-121.39,2.2066
1.4492,35.0,5.628,1.0926,1385.0,2.797,39.72,-114.37,0.9719
6.8313,40.0,5.2554,1.1834,1337.0,4.2279,40.71,-122.11,3.8016
5.4974,50.0,7.6224,1.163,822.0,2.8413,34.85,-114.83,3.6149
3.7889,19.0,4.8562,1.398,1036.0,3.2876,41.98,-120.21,2.0675
5.5785,16.0,6.8889,1.115,1908.0,2.7404,40.15,-119.32,2.7783
6.9661,16.0,5.8577,0.8767,974.0,2.6718,36.17,-119.06,3.5035
4.51,39.0,5.3797,1.3466,1548.0,2.2966,33.71,-121.88,3.5184
10.0107,23.0,7.0464,0.9169,715.0,3.0802,35.82,-121.91,4.4433
4.7526,2.0,5.7482,1.0161,1108.0,2.5863,33.51,-120.54,3.3148
1.6342,49.0,5.2843,1.1408,151.0,4.0189,38.35,-116.85,0.75
3.6638,6.0,7.0553,1.1626,760.0,2.914,33.57,-117.29,1.7924
5.7155,48.0,6.8991,0.8832,1206.0,2.9644,36.59,-114.32,2.7132
6.9702,9.0,6.8424,0.988,1060.0,2.8559,38.84,-123.42,3.5873
3.475,28.0,2.0,0.8779,714.0,3.2969,36.8,-116.71,1.5037
1.5343,16.0,5.9282,1.1933,475.0,4.1927,40.88,-122.35,0.7236
2.6462,36.0,5.6545,1.2775,1237.0,2.1682,34.79,-119.19,1.9642
1.0343,21.0,5.3582,0.9167,1032.0,3.2222,37.48,-122.34,1.2008
5.0671,19.0,6.1317,1.2493,1439.0,1.745,41.18,-114.94,2.9823
2.2947,25.0,5.7127,1.2396,629.0,3.9786,35.86,-119.23,1.0259
1.8382,50.0,6.2134,1.0011,1706.0,2.9135,36.99,-119.6,1.5371
5.3829,13.0,5.0784,0.8026,409.0,1.8041,41.36,-121.23,3.4279
7.891,12.0,7.1978,0.9393,278.0,1.9794,37.24,-119.81,3.3456
1.8322,4.0,6.3347,1.0107,2596.0,3.6511,40.71,-123.19,1.065
3.4903,38.0,6.051,1.3313,433.0,1.6683,41.43,-117.46,2.6402
2.7247,35.0,5.9924,1.0823,1245.0,3.2226,34.93,-118.59,1.7077
7.1691,32.0,6.7887,0.949,891.0,2.6572,39.97,-123.3,3.9795
2.9467,2.0,6.626,1.1222,2639.0,2.8442,38.71,-123.28,1.854
1.4211,41.0,5.2647,0.9057,1753.0,2.4609,41.87,-121.37,2.1531
3.0443,42.0,6.5884,1.1772,287.0,2.2377,38.06,-119.57,2.0703
6.2639,49.0,5.6089,0.9534,3170.0,2.6101,40.03,-122.07,3.8554
2.6134,48.0,7.7003,0.9751,2192.0,3.4576,35.78,-122.99,2.2032
1.9802,14.0,6.7173,1.1563,807.0,2.7659,38.26,-123.34,1.0535
2.8558,37.0,4.6493,1.3625,405.0,3.337,39.9,-121.25,2.3118
1.4579,21.0,8.1969,1.4297,1309.0,2.8062,41.69,-118.0,0.8199
2.7223,31.0,2.8776,0.944,1364.0,3.489,34.89,-117.52,1.1078
2.0932,17.0,6.1648,1.0105,182.0,3.332,33.25,-121.47,1.4954
11.1182,34.0,4.5645,1.1773,1242.0,2.5674,41.77,-119.89,4.7452
0.5624,49.0,7.6586,1.2753,2070.0,2.2371,38.23,-118.02,0.3476
1.6286,34.0,5.7034,0.8,1192.0,3.7645,32.66,-120.7,1.6826
1.979,47.0,4.4474,1.1131,1052.0,2.3493,37.44,-114.51,1.4796
1.4659,48.0,5.0802,1.0269,957.0,3.4006,41.39,-117.37,1.6546
4.0579,7.0,4.5433,0.8114,566.0,3.0249,41.85,-118.52,1.9467
1.8073,50.0,5.0331,0.8994,2361.0,2.6295,35.59,-119.32,1.654
0.9389,42.0,5.0056,1.0148,844.0,3.3436,39.93,-119.38,1.4447
3.2848,22.0,4.4986,1.1088,1308.0,4.0943,36.86,-121.38,1.0215
2.5078,31.0,5.7241,1.2512,334.0,3.5004,36.28,-123.53,2.0518
1.8727,32.0,5.8695,1.1532,1023.0,3.1034,39.7,-115.92,1.4326
7.0591,41.0,4.2044,1.2421,1602.0,4.2972,35.06,-115.25,3.6846
4.1471,41.0,3.4101,1.104,828.0,1.6606,36.55,-114.55,1.9242
3.8506,6.0,5.7731,0.9943,847.0,2.1102,34.84,-120.26,2.1873
4.2069,1.0,6.0383,1.0724,1106.0,2.6284,33.86,-114.84,2.1796
4.0684,13.0,6.2763,1.2043,1557.0,4.1355,36.1,-117.28,1.4192
2.5992,27.0,6.0614,1.2549,1235.0,3.7543,41.61,-120.08,2.6832
1.8219,44.0,7.2873,1.0778,3951.0,1.627,36.48,-115.11,1.4968
3.3336,34.0,6.5965,0.9606,2598.0,2.6509,38.99,-114.61,2.367
2.5656,7.0,8.6158,1.1503,704.0,1.9409,35.21,-118.96,1.7897
0.5545,37.0,9.1208,1.1717,2274.0,2.9676,40.72,-116.5,0.4101
1.3649,24.0,3.2903,1.2849,179.0,3.7215,38.44,-116.53,0.685
2.3404,19.0,2.7634,0.9982,888.0,3.7805,41.53,-118.21,1.2202
5.4557,40.0,5.3911,0.9998,264.0,3.2144,35.6,-120.07,3.4354
3.3434,16.0,6.0051,1.2134,1681.0,2.66,37.61,-122.96,2.3331
1.5812,32.0,5.3089,1.0389,828.0,2.9237,34.31,-114.32,2.3293
1.2704,10.0,6.2443,1.0325,382.0,3.5466,33.79,-123.58,1.9651
6.193,20.0,5.0757,1.2881,1931.0,4.8778,38.06,-122.95,3.3408
2.6845,29.0,4.5673,0.8943,434.0,2.0519,40.13,-120.55,2.4979
0.5,32.0,4.7485,1.4084,1803.0,4.2711,34.4,-120.31,1.9218
2.8057,47.0,5.1598,1.0081,1339.0,3.1952,39.18,-121.63,2.0482
4.7347,15.0,6.4122,1.23,953.0,3.6562,38.88,-123.52,2.0955
1.2381,46.0,4.8159,1.0837,2111.0,3.1481,37.08,-115.31,0.9838
3.1747,42.0,5.0532,1.1407,513.0,4.1234,39.79,-119.17,1.3392
3.3794,19.0,6.0843,1.0606,212.0,3.2637,38.14,-114.6,1.4354
1.3006,8.0,5.1614,1.2285,409.0,2.481,41.49,-115.52,0.9083
6.5437,14.0,6.7401,1.0479,3917.0,3.3601,39.76,-119.36,2.8534
3.4188,34.0,4.2966,1.0141,572.0,3.9014,40.92,-120.42,2.4714
2.3317,41.0,4.0364,1.372,791.0,3.0002,35.93,-121.75,2.1083
2.6972,32.0,5.7656,1.1044,2994.0,1.3407,40.2,-114.37,2.0587
1.1026,37.0,5.8851,0.9986,792.0,2.9081,41.92,-118.25,0.6458
1.0637,6.0,4.362,0.8765,1715.0,3.0784,34.05,-115.89,0.8371
2.1768,26.0,7.0123,1.3798,3223.0,2.9641,37.36,-114.45,0.7534
2.2767,45.0,7.7099,1.0172,1524.0,2.6036,40.69,-122.06,2.3587
2.5741,20.0,4.6466,1.4093,1085.0,4.0584,36.27,-115.05,1.978
6.9014,46.0,7.1848,1.1598,1975.0,1.1016,37.33,-116.36,3.9916
4.5731,7.0,2.5414,1.1214,116.0,3.0752,39.6,-119.75,2.1879
0.6478,50.0,6.6913,1.1255,784.0,3.0864,40.33,-114.81,0.8569
6.107,41.0,4.3707,1.4324,2628.0,4.6759,34.4,-118.4,3.3672
2.1644,32.0,6.5713,0.8,578.0,2.9885,36.22,-120.36,2.3224
4.8556,32.0,4.2465,1.1322,1231.0,3.3565,36.25,-122.7,2.9366
2.2923,48.0,5.3178,1.0602,1729.0,3.1,33.95,-117.02,2.4039
3.2741,20.0,4.4279,1.068,870.0,3.0755,33.37,-116.56,2.6976
1.1742,9.0,5.1433,1.1224,1745.0,4.4104,39.57,-122.23,1.3276
3.7691,47.0,7.5959,1.0601,1346.0,2.1107,40.59,-120.58,2.8937
5.2084,6.0,5.2705,1.1282,6000.0,2.4662,41.54,-123.75,2.9321
0.7724,34.0,7.9324,1.0965,2000.0,3.6033,41.58,-118.73,0.7153
5.2593,14.0,4.937,0.903,1347.0,3.2055,41.95,-118.3,2.6694
1.8161,48.0,7.1901,1.1572,151.0,2.7734,33.29,-115.82,1.9219
8.2682,50.0,3.4492,1.2074,620.0,2.9436,36.27,-124.04,4.7226
4.9126,25.0,5.0562,1.0187,442.0,3.7311,33.28,-123.1,3.6681
4.3837,28.0,4.7567,1.3802,2940.0,3.3881,38.94,-123.98,2.074
2.7082,24.0,7.2452,1.3003,392.0,2.4296,41.74,-114.86,1.0558
12.3467,22.0,5.6223,1.2266,858.0,3.1902,32.85,-119.17,5.0
2.1744,48.0,2.8943,1.2248,1464.0,2.9602,37.5,-121.84,2.2372
1.3907,15.0,3.8278,1.1045,720.0,3.3763,37.57,-124.11,1.3346
1.8648,49.0,4.1848,1.2712,820.0,2.7431,34.05,-123.33,2.0196
5.803,34.0,6.5209,1.3356,1347.0,2.0334,40.42,-117.1,3.4856
3.2322,49.0,6.366,1.2212,578.0,3.5379,36.25,-119.5,2.7101
2.9185,32.0,5.0395,1.0145,1226.0,3.4389,36.49,-116.96,1.3907
2.1981,42.0,4.7418,1.094,1930.0,4.1322,41.64,-121.65,1.5485
2.8151,25.0,6.2597,1.1861,657.0,1.947,34.85,-119.9,1.8245
2.0889,24.0,4.0446,1.2257,427.0,2.9437,36.16,-118.06,1.2607
4.6495,14.0,5.9492,1.0884,3373.0,2.8157,39.82,-122.18,3.1385
2.533,11.0,5.847,1.015,3405.0,2.683,37.06,-121.42,1.9096
1.891,2.0,5.0705,1.3376,1050.0,1.7672,38.23,-122.88,1.4525
5.5029,20.0,5.8772,0.9392,1198.0,2.147,37.04,-117.18,2.6403
1.4265,51.0,5.5225,0.9588,1190.0,3.2164,35.19,-118.48,0.8044
3.2629,48.0,5.9969,0.9009,777.0,2.6002,34.05,-119.85,3.1557
0.5506,36.0,3.7991,0.9585,1029.0,2.3389,40.58,-118.63,1.1081
0.9895,19.0,6.1374,1.2871,155.0,4.1443,35.11,-122.6,1.013
2.3426,27.0,6.6319,1.2921,310.0,4.899,41.97,-116.17,1.2437
2.0609,39.0,5.7851,1.0889,824.0,2.9549,32.6,-116.75,1.9684
2.0586,1.0,6.1215,1.1744,662.0,1.7983,40.88,-122.48,1.0114
4.941,48.0,5.2681,1.0984,358.0,3.3171,41.5,-115.44,2.2616
5.1238,45.0,6.4696,0.9212,1026.0,1.3317,33.06,-120.36,3.9501
3.692,50.0,5.4783,1.4327,1782.0,1.9199,38.46,-119.66,2.3948
1.3659,5.0,4.0225,1.3062,579.0,3.3309,39.94,-118.99,0.7102
2.8,49.0,6.3843,1.1532,1347.0,1.893,38.35,-116.37,2.7019
8.9787,32.0,3.439,0.9716,842.0,2.7632,40.86,-122.66,4.6091
11.6216,29.0,5.7393,1.0663,1996.0,1.8131,33.76,-121.65,5.0
5.5363,10.0,4.9389,0.9961,284.0,3.045,41.51,-114.94,2.6058
1.4094,26.0,4.8622,1.1146,408.0,3.8986,37.73,-114.92,0.4275
2.8171,19.0,5.6064,1.1465,803.0,2.5097,35.77,-116.21,1.7013
3.534,51.0,4.5489,1.0488,494.0,2.9845,37.49,-122.62,2.3859
3.1914,18.0,6.0146,0.8818,2432.0,2.3473,35.72,-118.35,1.9033
5.8991,12.0,5.4682,1.4198,302.0,2.4034,36.83,-119.84,2.8074
4.8051,49.0,4.6592,1.1356,780.0,2.3349,33.99,-123.49,3.6996
1.349,10.0,7.0058,1.1685,3882.0,3.6287,40.52,-123.54,1.4016
1.9254,47.0,5.6457,1.0366,278.0,1.8692,36.2,-115.73,1.9622
5.5219,50.0,6.157,0.8657,1106.0,2.7345,36.94,-123.4,4.2437
7.0408,16.0,7.0999,1.0875,855.0,3.3279,41.14,-121.59,3.935
3.5631,36.0,7.0802,1.0515,1497.0,3.7278,41.12,-122.79,2.3252
7.5757,41.0,6.0957,1.2064,1387.0,3.3525,39.99,-118.55,3.5714
3.3008,28.0,5.0368,1.2359,1322.0,2.9419,32.79,-116.7,2.5032
1.5444,36.0,3.6844,1.2148,2093.0,2.5449,41.11,-121.65,2.1841
4.5334,7.0,5.648,1.2482,2055.0,3.7403,34.29,-116.48,2.8396
14.7155,27.0,6.7135,1.3705,655.0,2.3062,36.66,-122.55,5.0
1.11,27.0,5.8252,1.1585,634.0,2.3182,41.08,-120.73,1.6174
7.4023,29.0,2.0,1.2649,1726.0,4.082,33.4,-121.87,4.3624
4.372,49.0,6.4441,1.1741,1233.0,3.2882,33.76,-119.76,3.4271
